t_utc[s],a_x[m/s2],a_y[m/s2],a_z[m/s2],w_x[rad/s],w_y[rad/s],w_z[rad/s]
1781276174.401465,-6.521441,-6.124505,-4.006162,-4.060393,5.161880,-0.101313
1781276174.411465,-6.326430,-5.955199,-4.541298,-3.281759,4.645839,0.507444
1781276174.421465,-6.154799,-5.772930,-4.991673,-2.063092,4.724135,1.264146
1781276174.431465,-6.001119,-5.610984,-5.352045,-0.667297,4.495334,1.720967
1781276174.441465,-5.869963,-5.508655,-5.599602,0.702992,3.847192,1.780241
1781276174.451465,-5.773005,-5.480771,-5.727189,1.908722,2.991303,1.778974
1781276174.461465,-5.729115,-5.514594,-5.739011,2.929539,2.086426,1.922085
1781276174.471465,-5.728480,-5.581976,-5.673992,3.503777,2.523317,2.330747
1781276174.481465,-5.704604,-5.615865,-5.664767,3.069651,3.114925,2.936635
1781276174.491465,-5.711205,-5.588110,-5.685509,2.747982,3.044519,3.702158
1781276174.501465,-5.760212,-5.515640,-5.706666,2.674596,3.006495,4.143078
1781276174.511465,-5.811828,-5.427185,-5.739026,2.650097,3.107412,4.109162
1781276174.521465,-5.844467,-5.351141,-5.777239,2.756897,3.197028,3.799643
1781276174.531465,-5.842129,-5.305739,-5.821372,2.877283,3.454822,3.334737
1781276174.541465,-5.795332,-5.295452,-5.877189,2.765274,3.632671,2.715966
1781276174.551465,-5.704678,-5.306570,-5.955156,2.276383,3.745560,2.136230
1781276174.561465,-5.582813,-5.311731,-6.064824,1.532868,3.732892,1.785281
1781276174.571465,-5.448748,-5.283402,-6.209557,0.709654,3.647573,1.762313
1781276174.581465,-5.323230,-5.205107,-6.381969,-0.015308,3.412346,1.925241
1781276174.591465,-5.225450,-5.080940,-6.560305,-0.395666,2.869750,2.220245
1781276174.601465,-5.179286,-4.928977,-6.711293,-0.374620,2.116450,2.586142
1781276174.611465,-5.197092,-4.770937,-6.811174,-0.041649,1.330507,2.921158
1781276174.621465,-5.270472,-4.624034,-6.856020,0.402310,0.742965,3.157262
1781276174.631465,-5.378279,-4.489755,-6.861518,0.675889,0.452855,3.322092
1781276174.641465,-5.502967,-4.351402,-6.851688,0.640672,0.261667,3.457070
1781276174.651465,-5.646010,-4.193483,-6.833562,0.485730,-0.040519,3.596905
1781276174.661465,-5.806080,-4.012327,-6.807948,0.343024,-0.231086,3.701768
1781276174.671465,-5.967700,-3.814262,-6.781928,0.183616,-0.297148,3.610254
1781276174.681465,-6.118798,-3.612713,-6.757668,-0.029463,-0.387924,3.208189
1781276174.691465,-6.240954,-3.421406,-6.745740,-0.282148,-0.080043,2.642595
1781276174.701465,-6.303963,-3.247329,-6.773377,-0.529375,0.492941,1.999363
1781276174.711465,-6.310949,-3.105850,-6.833118,-0.588970,0.797495,1.207670
1781276174.721465,-6.257278,-3.025501,-6.918061,-0.373098,1.515526,0.264366
1781276174.731465,-6.103093,-3.013759,-7.058822,-0.152364,2.807674,-0.385441
1781276174.741465,-5.866582,-3.031012,-7.248721,-0.123556,3.247873,-0.434113
1781276174.751465,-5.641137,-3.040943,-7.421970,-0.120173,2.593871,-0.232976
1781276174.761465,-5.466220,-3.046274,-7.550029,0.026401,1.978441,-0.118493
1781276174.771465,-5.337259,-3.063562,-7.635087,0.203586,1.323417,-0.184626
1781276174.781465,-5.256252,-3.093895,-7.679104,0.274238,0.491619,-0.293678
1781276174.791465,-5.255362,-3.141880,-7.660221,0.418613,-0.817359,-0.583967
1781276174.801465,-5.327390,-3.226792,-7.574351,0.776125,-1.557466,-0.890876
1781276174.811465,-5.416649,-3.342603,-7.459846,0.992998,-1.536351,-0.838596
1781276174.821465,-5.493349,-3.448102,-7.355191,0.832470,-1.092632,-0.454939
1781276174.831465,-5.547878,-3.507066,-7.286316,0.442751,-0.592011,-0.009516
1781276174.841465,-5.579140,-3.519998,-7.256238,0.155596,-0.174917,0.270546
1781276174.851465,-5.607017,-3.508844,-7.240128,0.117223,-0.274310,0.431573
1781276174.861465,-5.649270,-3.498726,-7.212092,0.353033,-0.447454,0.489409
1781276174.871465,-5.699745,-3.510249,-7.166603,0.633077,-0.546826,0.352735
1781276174.881465,-5.748056,-3.546654,-7.109837,0.710665,-0.577614,0.099729
1781276174.891465,-5.785457,-3.590572,-7.057300,0.463783,-0.484745,-0.119147
1781276174.901465,-5.800188,-3.619761,-7.030318,0.083503,-0.073187,-0.219673
1781276174.911465,-5.790172,-3.628318,-7.034166,-0.240402,0.104896,-0.296550
1781276174.921465,-5.770903,-3.623553,-7.052427,-0.391672,0.135129,-0.320890
1781276174.931465,-5.748223,-3.610689,-7.077492,-0.375824,0.237049,-0.172001
1781276174.941465,-5.728150,-3.589717,-7.104383,-0.305629,0.256212,0.063453
1781276174.951465,-5.714160,-3.560801,-7.130151,-0.242656,0.261753,0.247747
1781276174.961465,-5.707193,-3.527867,-7.152072,-0.199159,0.224061,0.331618
1781276174.971465,-5.708775,-3.497813,-7.165569,-0.115330,0.105882,0.313331
1781276174.981464,-5.715054,-3.476964,-7.170718,-0.015920,0.017548,0.252314
1781276174.991464,-5.725680,-3.467853,-7.166653,0.000307,-0.148975,0.018112
1781276175.001464,-5.735544,-3.471473,-7.157006,-0.130875,-0.291532,-0.300522
1781276175.011464,-5.741766,-3.480323,-7.147714,-0.299316,-0.318548,-0.532749
1781276175.021464,-5.740838,-3.489829,-7.143825,-0.389504,-0.261199,-0.660907
1781276175.031464,-5.731249,-3.500407,-7.146346,-0.415897,-0.173458,-0.711373
1781276175.041464,-5.716558,-3.511478,-7.152676,-0.377411,-0.109431,-0.669404
1781276175.051464,-5.701177,-3.525696,-7.157955,-0.215754,-0.084261,-0.593485
1781276175.061464,-5.687747,-3.553342,-7.154954,0.064988,-0.153789,-0.591106
1781276175.071464,-5.682001,-3.604885,-7.133651,0.389792,-0.324100,-0.657771
1781276175.081464,-5.686420,-3.684872,-7.089016,0.711916,-0.533159,-0.780555
1781276175.091464,-5.699502,-3.794983,-7.019918,1.004149,-0.746377,-0.965715
1781276175.101464,-5.718508,-3.935461,-6.926274,1.205354,-1.013782,-1.232087
1781276175.111464,-5.744214,-4.098789,-6.809085,1.144809,-1.441596,-1.622531
1781276175.121464,-5.780893,-4.274377,-6.668450,0.804522,-2.091691,-2.178670
1781276175.131464,-5.840535,-4.463315,-6.489854,0.499460,-3.121767,-2.871709
1781276175.141464,-5.916153,-4.676845,-6.266558,0.289874,-3.718052,-3.473050
1781276175.151464,-5.956672,-4.898174,-6.056083,-0.160070,-3.137981,-3.755949
1781276175.161464,-5.924539,-5.099265,-5.920803,-0.695423,-2.162372,-3.862240
1781276175.171464,-5.830745,-5.278707,-5.856408,-0.944919,-1.537187,-3.903926
1781276175.181464,-5.700722,-5.443244,-5.833740,-0.963551,-1.052791,-3.739761
1781276175.191464,-5.547222,-5.590289,-5.842641,-0.981017,-0.547975,-3.508734
1781276175.201464,-5.373538,-5.718830,-5.880352,-1.051456,-0.244111,-3.417293
1781276175.211464,-5.191029,-5.842141,-5.922916,-0.974467,-0.497892,-3.600257
1781276175.221464,-5.020386,-5.985918,-5.926437,-0.647146,-1.314040,-3.952916
1781276175.231464,-4.882946,-6.163103,-5.859080,-0.191078,-2.490420,-4.176817
1781276175.241464,-4.807759,-6.362998,-5.705152,0.017241,-4.069308,-4.214522
1781276175.251464,-4.807872,-6.566950,-5.468329,0.052102,-5.671169,-4.174586
1781276175.261464,-4.868798,-6.774149,-5.151154,0.269532,-6.991533,-4.074731
1781276175.271464,-4.960874,-6.995139,-4.750551,0.842866,-7.632919,-3.842108
1781276175.281464,-5.038789,-7.233165,-4.288483,1.735420,-7.029730,-3.400822
1781276175.291464,-5.066268,-7.479707,-3.806029,2.814015,-5.370659,-2.765265
1781276175.301464,-5.046367,-7.719232,-3.323911,3.915065,-3.562094,-2.015181
1781276175.311464,-5.005833,-7.937168,-2.836144,4.819216,-2.189765,-1.342414
1781276175.321464,-4.966232,-8.121528,-2.341038,5.346796,-1.216044,-0.781148
1781276175.331464,-4.943117,-8.261006,-1.852456,5.529111,-0.489577,-0.246169
1781276175.341464,-4.951547,-8.348979,-1.375256,5.548122,-0.258627,0.311886
1781276175.351464,-5.008821,-8.380009,-0.893183,5.423411,-0.705003,0.967145
1781276175.361464,-5.128089,-8.345590,-0.393876,5.117304,-1.568901,1.761501
1781276175.371464,-5.314346,-8.236039,0.118926,4.719334,-2.410880,2.722901
1781276175.381464,-5.568175,-8.042242,0.627499,4.260636,-2.731371,3.783471
1781276175.391464,-5.885753,-7.762323,1.084941,3.681605,-2.114019,4.766505
1781276175.401464,-6.258586,-7.409407,1.417805,2.847762,-0.594711,5.448143
1781276175.411464,-6.666601,-7.014319,1.562665,1.615262,1.142143,5.682199
1781276175.421464,-7.076884,-6.613454,1.505460,0.035332,1.944147,5.577846
1781276175.431464,-7.454530,-6.223810,1.337165,-1.496886,1.344226,5.429247
1781276175.441464,-7.792080,-5.837091,1.144514,-2.792387,0.483987,5.419746
1781276175.451464,-8.103622,-5.436731,0.931077,-3.890658,0.214769,5.512841
1781276175.461464,-8.392634,-5.017205,0.694886,-4.533163,0.047750,5.409592
1781276175.471464,-8.636817,-4.611668,0.503608,-4.275209,-0.752281,4.643159
1781276175.481464,-8.807873,-4.284164,0.461945,-3.102411,-2.049804,3.260014
1781276175.491464,-8.903815,-4.068662,0.569616,-1.275171,-2.242528,1.902475
1781276175.501464,-8.952176,-3.939037,0.711297,0.496189,-1.220726,1.103220
1781276175.511464,-8.983424,-3.843108,0.832703,1.649881,-0.614200,0.884998
1781276175.521464,-9.013855,-3.741831,0.955095,2.086286,-0.508667,0.996842
1781276175.531464,-9.048480,-3.624127,1.074153,1.992708,-0.470056,1.152183
1781276175.541464,-9.086174,-3.493386,1.183348,1.601634,-0.532478,1.307246
1781276175.551464,-9.127497,-3.348457,1.280163,1.000510,-0.604705,1.539222
1781276175.561464,-9.173018,-3.186184,1.365592,0.407274,-0.785375,1.802058
1781276175.571464,-9.218165,-3.007555,1.462351,-0.026388,-1.193406,2.010925
1781276175.581464,-9.257705,-2.819425,1.581966,-0.336129,-1.476550,2.121558
1781276175.591464,-9.290952,-2.626984,1.712757,-0.601691,-1.630325,2.203233
1781276175.601464,-9.316025,-2.433731,1.855767,-0.779977,-1.816522,2.206305
1781276175.611464,-9.329992,-2.253345,2.007757,-0.816452,-1.800899,1.961538
1781276175.621464,-9.334038,-2.110900,2.140861,-0.655359,-1.346411,1.386907
1781276175.631464,-9.333358,-2.027597,2.224017,-0.269698,-0.704889,0.615327
1781276175.641464,-9.329604,-1.999062,2.265471,0.195136,-0.268145,0.053997
1781276175.651464,-9.322244,-2.006685,2.288924,0.350276,-0.113958,-0.376950
1781276175.661464,-9.304395,-2.067805,2.306552,0.153174,-0.171862,-1.111649
1781276175.671464,-9.266252,-2.212512,2.324270,0.020984,-0.152833,-2.046489
1781276175.681464,-9.208231,-2.439483,2.325799,0.124849,0.191749,-2.884406
1781276175.691464,-9.131591,-2.732036,2.300555,0.503370,0.495921,-3.627098
1781276175.701464,-9.030566,-3.064369,2.279469,1.101754,0.487653,-4.024118
1781276175.711464,-8.916835,-3.379802,2.283250,1.568776,0.444492,-3.577743
1781276175.721464,-8.822466,-3.606605,2.306084,1.667383,0.297371,-2.280887
1781276175.731464,-8.774627,-3.691335,2.355654,1.415886,-0.156202,-0.419612
1781276175.741464,-8.782931,-3.618519,2.434936,1.180156,-0.556731,1.370286
1781276175.751464,-8.840592,-3.402121,2.532885,1.162807,-0.733112,2.872278
1781276175.761464,-8.934343,-3.053127,2.641457,1.166521,-0.841519,4.278520
1781276175.771464,-9.049687,-2.580666,2.745371,1.066984,-0.723747,5.530636
1781276175.781464,-9.174609,-1.997909,2.810664,0.868557,-0.172359,6.621410
1781276175.791464,-9.294202,-1.325654,2.810862,0.480668,0.421967,7.454313
1781276175.801464,-9.381631,-0.597619,2.767092,-0.214205,0.494922,8.002533
1781276175.811464,-9.406078,0.151303,2.744340,-1.005316,-0.053528,8.262218
1781276175.821464,-9.350788,0.891403,2.793020,-1.601427,-0.773931,8.272344
1781276175.831464,-9.221345,1.603715,2.903932,-1.892609,-1.021581,8.137335
1781276175.841464,-9.044780,2.275718,3.011221,-1.950766,-0.382391,7.786480
1781276175.851464,-8.859699,2.889268,3.039111,-2.002400,0.953949,7.233260
1781276175.861464,-8.685738,3.441849,2.966840,-1.846933,2.069496,6.728789
1781276175.871464,-8.515182,3.952018,2.822693,-1.456946,2.639407,6.255294
1781276175.881464,-8.343334,4.419672,2.638197,-1.381189,3.135461,5.733185
1781276175.891464,-8.170904,4.842891,2.427275,-1.530291,3.599644,5.448660
1781276175.901464,-7.982306,5.241146,2.219446,-1.851316,3.581936,5.381521
1781276175.911464,-7.768945,5.606697,2.082330,-2.440147,2.892488,4.951620
1781276175.921464,-7.569809,5.890038,2.038617,-3.018880,2.539548,3.789486
1781276175.931464,-7.446498,6.051857,2.022737,-3.445157,3.175547,2.286019
1781276175.941464,-7.414993,6.102392,1.987113,-3.631117,3.502985,1.035810
1781276175.951464,-7.429569,6.065589,2.042541,-3.791134,0.578217,-0.013174
1781276175.961464,-7.437191,5.944801,2.337164,-4.126485,-3.205768,-1.020854
1781276175.971464,-7.435961,5.724695,2.829995,-4.288989,-4.243685,-2.079593
1781276175.981464,-7.442040,5.407230,3.382282,-3.833594,-4.605819,-3.013172
1781276175.991464,-7.417562,5.049662,3.941852,-2.790596,-5.554929,-3.182195
1781276176.001464,-7.303684,4.762329,4.479465,-1.276815,-6.224026,-2.154531
1781276176.011464,-7.100111,4.660804,4.898558,0.785154,-5.172520,-0.332882
1781276176.021464,-6.843513,4.794955,5.128789,2.776226,-3.952293,1.570598
1781276176.031464,-6.537206,5.134594,5.195867,3.751044,-3.100426,3.391175
1781276176.041464,-6.173391,5.581578,5.178017,3.630897,-2.682721,4.484757
1781276176.051464,-5.764929,6.028294,5.148471,2.944606,-2.785240,4.668552
1781276176.061464,-5.327325,6.409684,5.160135,2.197743,-3.441528,4.252337
1781276176.071464,-4.868393,6.711671,5.229620,1.782023,-4.378709,3.543028
1781276176.081464,-4.402450,6.953739,5.326090,1.854740,-5.045392,2.775139
1781276176.091464,-3.983173,7.155039,5.391572,1.636507,-3.486004,1.892147
1781276176.101464,-3.737160,7.279578,5.404510,0.571003,-0.799122,0.988566
1781276176.111464,-3.674331,7.318163,5.395733,0.002070,0.167792,0.309090
1781276176.121464,-3.674405,7.331614,5.377376,0.226370,0.289945,-0.151206
1781276176.131464,-3.701258,7.337528,5.350837,0.377788,-0.107838,-0.400652
1781276176.141464,-3.732110,7.344730,5.319387,0.559605,0.018649,-0.508088
1781276176.151464,-3.772222,7.359893,5.269843,0.727642,0.090100,-0.531045
1781276176.161464,-3.819088,7.378804,5.209275,0.770444,0.143116,-0.555924
1781276176.171464,-3.866729,7.395535,5.150102,0.713828,0.055086,-0.584376
1781276176.181464,-3.908390,7.406720,5.102417,0.625413,-0.153877,-0.599790
1781276176.191464,-3.939649,7.412449,5.069999,0.523394,-0.354278,-0.589229
1781276176.201464,-3.960623,7.413721,5.051783,0.421059,-0.490950,-0.553396
1781276176.211464,-3.972826,7.411383,5.045634,0.325092,-0.590062,-0.509566
1781276176.221464,-3.976817,7.406461,5.049714,0.253426,-0.682872,-0.466758
1781276176.231464,-3.973196,7.400203,5.061720,0.200420,-0.753235,-0.419780
1781276176.241464,-3.963704,7.393392,5.079078,0.152252,-0.759200,-0.367429
1781276176.251464,-3.952945,7.386093,5.098050,0.109154,-0.683325,-0.341018
1781276176.261464,-3.945565,7.378165,5.115224,0.103357,-0.574237,-0.331379
1781276176.271464,-3.942606,7.371734,5.126773,0.136680,-0.444935,-0.296660
1781276176.281464,-3.943341,7.368953,5.130204,0.180869,-0.328210,-0.257445
1781276176.291464,-3.947257,7.370073,5.125578,0.234037,-0.215964,-0.228058
1781276176.301463,-3.954964,7.374579,5.113135,0.278019,-0.121510,-0.212743
1781276176.311463,-3.966264,7.380981,5.095107,0.299251,-0.055587,-0.214934
1781276176.321463,-3.981064,7.387514,5.074046,0.302357,-0.011105,-0.228590
1781276176.331463,-3.998380,7.392940,5.052483,0.294385,-0.013801,-0.253366
1781276176.341463,-4.016915,7.396344,5.032760,0.263785,-0.039802,-0.283676
1781276176.351463,-4.036282,7.396358,5.017226,0.214434,-0.066664,-0.309771
1781276176.361463,-4.056663,7.393350,5.005209,0.179131,-0.048360,-0.322877
1781276176.371463,-4.080359,7.387952,4.993900,0.113327,0.082271,-0.294278
1781276176.381463,-4.106150,7.381511,4.982276,0.035841,0.187465,-0.198029
1781276176.391463,-4.124953,7.376359,4.974382,-0.027242,0.165535,-0.075925
1781276176.401463,-4.134630,7.373832,4.970091,-0.032052,0.205629,0.028641
1781276176.411463,-4.143164,7.375756,4.960118,-0.006516,0.278744,0.082191
1781276176.421463,-4.147210,7.376714,4.955311,-0.084968,0.095991,0.071788
1781276176.431463,-4.143229,7.373379,4.963595,-0.108225,-0.124234,-0.002596
1781276176.441463,-4.138235,7.365472,4.979472,-0.160159,-0.163080,-0.060101
1781276176.451463,-4.136497,7.353364,4.998771,-0.200873,-0.110059,-0.076375
1781276176.461463,-4.138660,7.340287,5.016172,-0.196093,-0.017985,-0.065829
1781276176.471463,-4.143950,7.328762,5.028646,-0.168880,0.056973,-0.048495
1781276176.481463,-4.151203,7.319118,5.036704,-0.142925,0.100653,-0.041995
