t_utc[s],pressure[millibar]
1781271119.479419,1001.422577
1781271120.483912,1001.422577
1781271121.488426,1001.422577
1781271122.492879,1001.419907
1781271123.497362,1001.419678
1781271123.850088,1001.419296
1781271124.921623,1001.418457
1781271125.993142,1001.416855
1781271127.064624,1001.416245
1781271128.136117,1001.416245
1781271129.207602,1001.416397
1781271130.279085,1001.416779
1781271131.350565,1001.416779
1781271132.422043,1001.416779
1781271133.493547,1001.415329
1781271134.565038,1001.413727
1781271135.636553,1001.410904
1781271136.708105,1001.410904
1781271137.779622,1001.413269
1781271138.851125,1001.415787
1781271139.922651,1001.416779
1781271140.994093,1001.418686
1781271142.065587,1001.419144
1781271143.137077,1001.419220
1781271144.208573,1001.419830
1781271145.280083,1001.419830
1781271146.351594,1001.418991
1781271147.423083,1001.414337
1781271148.494605,1001.410446
1781271149.566087,1001.406555
1781271150.637570,1001.403198
1781271151.709068,1001.400833
1781271152.780587,1001.398621
1781271153.852106,1001.395950
1781271154.923609,1001.389923
1781271155.995089,1001.385345
1781271157.066586,1001.380920
1781271158.138051,1001.376495
1781271159.209550,1001.371155
1781271160.281058,1001.368408
1781271161.352604,1001.363602
1781271162.424177,1001.359711
1781271163.495650,1001.355667
1781271164.567206,1001.350708
1781271165.638767,1001.345749
1781271166.710372,1001.341019
1781271167.781916,1001.334991
1781271168.853480,1001.331482
1781271169.925005,1001.330795
1781271170.996593,1001.329880
1781271172.068152,1001.326981
1781271173.139784,1001.325378
1781271174.211368,1001.323624
1781271175.282918,1001.321564
1781271176.354500,1001.318130
1781271177.426148,1001.317368
1781271178.497810,1001.316452
1781271179.569507,1001.315765
1781271180.641223,1001.316147
1781271181.712923,1001.316147
1781271182.784602,1001.317978
1781271183.856311,1001.319504
1781271184.927972,1001.321182
1781271185.999645,1001.323318
1781271187.071386,1001.326447
1781271188.143110,1001.328125
1781271189.214857,1001.331177
1781271190.286536,1001.334152
1781271191.358194,1001.336212
1781271192.429899,1001.338577
1781271193.501561,1001.343002
1781271194.573204,1001.345749
1781271195.644860,1001.349411
1781271196.716583,1001.350632
1781271197.788339,1001.354370
1781271198.860038,1001.356812
1781271199.931717,1001.358871
1781271201.003384,1001.360474
1781271202.075078,1001.363297
1781271203.146791,1001.364975
1781271204.218449,1001.368866
1781271205.290113,1001.378784
1781271206.361719,1001.389465
1781271207.433333,1001.402969
1781271208.504988,1001.412659
1781271209.576646,1001.420135
1781271210.648326,1001.421814
1781271211.719979,1001.421814
1781271212.791642,1001.420441
1781271213.863300,1001.419525
1781271214.934918,1001.419525
1781271216.006585,1001.420288
1781271217.078243,1001.421051
1781271218.149922,1001.425476
1781271219.221621,1001.432953
1781271220.293293,1001.438599
1781271221.364990,1001.445541
1781271222.436704,1001.452637
1781271223.508392,1001.452637
1781271224.580067,1001.451035
1781271225.651744,1001.451035
1781271226.723381,1001.451416
1781271227.795028,1001.452026
1781271228.866675,1001.456757
1781271229.938338,1001.458664
1781271231.009968,1001.459198
1781271232.081635,1001.459198
1781271233.153297,1001.459198
1781271234.224950,1001.459503
1781271235.296598,1001.466904
1781271236.368212,1001.478119
1781271237.439842,1001.495819
1781271238.511473,1001.514969
1781271239.583092,1001.536026
1781271240.654699,1001.554413
1781271241.726386,1001.567078
1781271242.798008,1001.574554
1781271243.869581,1001.583023
1781271244.941164,1001.587601
1781271246.012744,1001.588974
1781271247.084310,1001.592865
1781271248.155869,1001.598434
1781271249.227448,1001.598434
1781271250.299021,1001.598282
1781271251.370636,1001.594238
1781271252.442282,1001.586533
1781271253.513866,1001.578445
1781271254.585494,1001.566696
1781271255.657150,1001.555862
1781271256.728819,1001.545486
1781271257.800482,1001.535492
1781271258.872124,1001.524658
1781271259.943735,1001.514206
1781271261.015341,1001.505814
1781271262.086972,1001.500931
1781271263.158601,1001.496048
1781271264.230208,1001.494522
1781271265.301814,1001.491928
1781271266.373378,1001.490021
1781271267.444961,1001.485748
1781271268.516557,1001.481400
1781271269.588186,1001.472855
1781271270.659767,1001.465912
1781271271.731361,1001.457138
1781271272.802921,1001.445007
1781271273.874520,1001.433868
1781271274.946065,1001.423721
1781271276.017662,1001.411591
1781271277.089241,1001.401520
1781271278.160851,1001.394348
1781271279.232419,1001.389542
1781271280.303934,1001.387100
1781271281.375490,1001.384888
1781271282.447085,1001.384888
1781271283.518654,1001.387329
1781271284.590256,1001.392136
1781271285.661858,1001.398773
1781271286.733422,1001.405334
1781271287.805010,1001.406937
1781271288.876565,1001.408081
1781271289.948114,1001.408081
1781271291.019692,1001.405411
1781271292.091235,1001.399384
1781271293.162747,1001.399155
1781271294.234272,1001.399078
1781271295.305862,1001.396103
1781271296.377453,1001.392288
1781271297.449008,1001.391068
1781271298.520588,1001.388168
1781271299.592142,1001.385880
1781271300.663694,1001.380768
