time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1781264399329412900,-15.899587158203126,114.40312715791842,-1,-1,57.373850576688774,104.81312700533053,-1,15.730748876479893,30,41.28336927040387,-1
1781264408329412900,-6.899587158203125,114.40312715791842,-1,-1,57.373850576688774,104.81312700533053,-1,15.730748876479893,30,41.28336927040387,-1
1781264414879040300,-0.349959716796875,0,-1,-1,57.373850576688774,102.44359086962044,-1,24.795014,30.439771831738923,41.28336927040387,-1
1781264415298834000,0.069833984375,114.37085418701172,-1,-1,57.37385054129297,104.78085403442383,-1,16.270827520788668,30,41.28336925282996,-1
1781264415330641200,0.10164111328125,114.36722927093506,-1,-1,57.37385074693449,104.77722911834717,-1,16.270546629870147,30.00012857040193,41.28336944176107,-1
1781264421039693800,5.81069384765625,114.37085418701172,-1,-1,57.37385063982001,104.78085403442383,-1,16.372217612550063,30,41.283369347006634,-1
1781264421301897000,6.07289697265625,114.37085418701172,-1,-1,57.37385063934588,104.78085403442383,-1,16.412781516494377,30,41.283369346587214,-1
1781264427039650800,11.81065087890625,116.39532695836472,-1,-1,57.373850584471526,106.80532680577683,-1,16.266713660550657,30,41.28336929804486,-1
1781264427306385200,12.07738525390625,116.39532695836472,-1,-1,57.373850584216804,106.80532680577683,-1,16.29270125763749,30,41.283369297819526,-1
1781264433039722000,17.810721923828126,116.39532695836472,-1,-1,57.37385055367003,106.80532680577683,-1,16.74859991493886,30,41.28336927079757,-1
1781264433311339000,18.082339111328125,116.39532695836472,-1,-1,57.37385055352934,106.80532680577683,-1,16.788301343623303,30,41.28336927067312,-1
1781264439039376100,23.810376220703127,116.39532695836472,-1,-1,57.373850539039495,106.80532680577683,-1,16.365591462212443,30,41.28336925785526,-1
1781264439319168000,24.09016796875,116.39532695836472,-1,-1,57.37385053896698,106.80532680577683,-1,16.411362528135143,30,41.28336925779112,-1
1781264445039331000,29.8103310546875,116.39532695836472,-1,-1,57.37385053153368,106.80532680577683,-1,16.266732482448468,30,41.28336925121556,-1
1781264445326813000,30.09781298828125,116.39532695836472,-1,-1,57.37385053152328,106.80532680577683,-1,16.297810891360317,30,41.28336925120637,-1
1781264451039410200,35.81041015625,116.39532695836472,-1,-1,57.37385052765085,106.80532680577683,-1,16.168851023265894,30,41.28336924778078,-1
1781264451333854000,36.10485400390625,116.39532695836472,-1,-1,57.37385052762844,106.80532680577683,-1,16.223071334995083,30,41.28336924776095,-1
1781264457039459800,41.8104599609375,116.39532695836472,-1,-1,57.373850525570965,106.80532680577683,-1,16.17068842381461,30,41.28336924594088,-1
1781264457338444000,42.109444091796874,116.39532695836472,-1,-1,57.373850525558446,106.80532680577683,-1,16.227583593018178,30,41.283369245929826,-1
1781264463039598800,47.81059887695312,116.39532695836472,-1,-1,57.37385052445771,106.80532680577683,-1,16.225131046651214,30,41.283369244956084,-1
1781264463349428200,48.12042822265625,116.39532695836472,-1,-1,57.37385052445591,106.80532680577683,-1,16.241810438412074,30,41.2833692449545,-1
1781264469040135000,53.81113500976563,116.39532695836472,-1,-1,57.37385052407942,106.80532680577683,-1,16.64556092374172,30,41.28336924462146,-1
1781264469357240000,54.12823999023438,116.39532695836472,-1,-1,57.37385052407805,106.80532680577683,-1,16.6597641324027,30,41.28336924462025,-1
1781264475039784000,59.81078393554687,116.39532695836472,-1,-1,57.37385052367646,106.80532680577683,-1,16.12353280540694,30,41.283369244264996,-1
1781264475360932900,60.131932861328124,116.39532695836472,-1,-1,57.37385052367369,106.80532680577683,-1,16.188218694520252,30,41.28336924426255,-1
1781264481041827000,65.8128271484375,116.39532695836472,-1,-1,57.37385052339013,106.80532680577683,-1,15.616846099193966,30,41.283369244011716,-1
1781264481368672800,66.1396728515625,116.39532695836472,-1,-1,57.37385052338983,106.80532680577683,-1,16.475791778497484,30,41.28336924401145,-1
1781264485410299100,70.18129907226563,119.8900146484375,1.3799999952316284,62.74746575385725,57.373841882943736,110.30001449584961,335.0390625,19.079844714740826,64,41.28333361887141,1.059999942779541
1781264486037772800,70.80877270507813,119.3248291015625,1.809999942779541,88.64099976532073,57.37384079534285,109.73482894897461,335.0390625,18.239206908936897,64,41.28330154374344,1.059999942779541
