t_utc[s],a_x[m/s2],a_y[m/s2],a_z[m/s2],w_x[rad/s],w_y[rad/s],w_z[rad/s]
1781264416.017878,-0.735022,0.466785,-9.767917,-0.103814,-0.124352,-0.138422
1781264416.027878,-0.746378,0.478048,-9.766511,-0.149202,-0.094605,-0.090720
1781264416.037878,-0.753199,0.495849,-9.765099,-0.228226,-0.036008,-0.015601
1781264416.047878,-0.752546,0.522766,-9.763743,-0.321738,0.051717,0.071352
1781264416.057878,-0.741279,0.559587,-9.762559,-0.415328,0.169509,0.133115
1781264416.067878,-0.718380,0.604574,-9.761582,-0.479255,0.279872,0.140585
1781264416.077878,-0.686044,0.653537,-9.760747,-0.497837,0.363513,0.093779
1781264416.087878,-0.647701,0.700924,-9.760077,-0.457828,0.409747,0.016958
1781264416.097878,-0.607597,0.740969,-9.759702,-0.362250,0.412273,-0.070197
1781264416.107878,-0.570374,0.769886,-9.759716,-0.241075,0.363210,-0.149396
1781264416.117878,-0.541617,0.786002,-9.760078,-0.114429,0.250851,-0.235628
1781264416.127878,-0.527756,0.791158,-9.760426,-0.033563,0.079053,-0.341628
1781264416.137878,-0.533265,0.791599,-9.760091,-0.028559,-0.123722,-0.457729
1781264416.147878,-0.559212,0.794388,-9.758407,-0.094686,-0.321992,-0.549965
1781264416.157878,-0.603458,0.805910,-9.754815,-0.217200,-0.479394,-0.576799
1781264416.167878,-0.658528,0.831265,-9.749112,-0.378905,-0.541228,-0.529019
1781264416.177878,-0.713499,0.873105,-9.741576,-0.546572,-0.489114,-0.429010
1781264416.187878,-0.757729,0.930833,-9.732884,-0.688878,-0.342350,-0.304853
1781264416.197878,-0.784359,0.999740,-9.723935,-0.755891,-0.155988,-0.175768
1781264416.207878,-0.792051,1.072133,-9.715597,-0.742031,0.018567,-0.066902
1781264416.217878,-0.783624,1.139738,-9.708587,-0.647635,0.155828,0.018252
1781264416.227878,-0.763199,1.196394,-9.703404,-0.510252,0.250148,0.067868
1781264416.237878,-0.734793,1.239016,-9.700255,-0.357452,0.313366,0.094133
1781264416.247878,-0.701943,1.267185,-9.699054,-0.210600,0.331775,0.107920
1781264416.257878,-0.670177,1.282164,-9.699337,-0.088173,0.288471,0.108774
1781264416.267878,-0.644700,1.286610,-9.700479,0.003954,0.205559,0.101384
1781264416.277878,-0.628508,1.284534,-9.701819,0.042688,0.102075,0.092159
1781264416.287878,-0.621900,1.282219,-9.702553,0.006585,0.014999,0.086511
1781264416.297878,-0.622466,1.286465,-9.701955,-0.093221,-0.039024,0.068858
1781264416.307878,-0.627148,1.302586,-9.699499,-0.236388,-0.067563,0.041622
1781264416.317878,-0.633434,1.332711,-9.694991,-0.378793,-0.064524,0.022571
1781264416.327878,-0.637780,1.375080,-9.688780,-0.487940,-0.025337,0.017496
1781264416.337878,-0.637331,1.424900,-9.681603,-0.533858,0.031297,0.025245
1781264416.347878,-0.630974,1.476212,-9.674328,-0.518204,0.091172,0.032278
1781264416.357878,-0.618874,1.523895,-9.667716,-0.463216,0.147762,0.032646
1781264416.367878,-0.601968,1.565060,-9.662210,-0.385992,0.191398,0.035875
1781264416.377878,-0.581486,1.598373,-9.658014,-0.299590,0.218153,0.046425
1781264416.387878,-0.558850,1.623363,-9.655185,-0.212388,0.231823,0.064485
1781264416.397878,-0.535453,1.639749,-9.653744,-0.119291,0.229805,0.075395
1781264416.407878,-0.512568,1.647394,-9.653686,-0.031252,0.217845,0.088753
1781264416.417878,-0.490890,1.647117,-9.654861,0.041077,0.197065,0.106412
1781264416.427878,-0.472013,1.641133,-9.656822,0.086601,0.151677,0.123753
1781264416.437878,-0.458166,1.632143,-9.659013,0.104284,0.090699,0.130203
1781264416.447878,-0.450587,1.622879,-9.660932,0.095767,0.023726,0.127978
1781264416.457878,-0.449865,1.615184,-9.662255,0.072709,-0.048178,0.113383
1781264416.467878,-0.456612,1.610224,-9.662766,0.035599,-0.122892,0.082196
1781264416.477878,-0.471294,1.608973,-9.662268,-0.007721,-0.198390,0.041932
1781264416.487878,-0.492751,1.612084,-9.660677,-0.057102,-0.249729,0.006904
1781264416.497878,-0.517913,1.619794,-9.658069,-0.104214,-0.267389,-0.007008
1781264416.507878,-0.543726,1.631258,-9.654719,-0.132987,-0.261752,-0.005482
1781264416.517878,-0.568723,1.644316,-9.651063,-0.137593,-0.252431,-0.000747
1781264416.527878,-0.591650,1.656413,-9.647617,-0.114306,-0.219610,0.003940
1781264416.537878,-0.609854,1.665570,-9.644909,-0.072568,-0.159810,0.019243
1781264416.547878,-0.620996,1.669793,-9.643471,-0.008226,-0.083252,0.048376
1781264416.557878,-0.624322,1.667053,-9.643730,0.075096,-0.009080,0.079408
1781264416.567878,-0.620469,1.656071,-9.645869,0.163778,0.057773,0.109802
1781264416.577878,-0.609702,1.637490,-9.649724,0.230946,0.123394,0.131785
1781264416.587878,-0.592845,1.614070,-9.654715,0.264214,0.177207,0.150017
1781264416.597878,-0.571735,1.589230,-9.660106,0.266308,0.205289,0.160860
1781264416.607878,-0.549025,1.564929,-9.665389,0.251701,0.206514,0.170901
1781264416.617878,-0.527152,1.542948,-9.670142,0.219416,0.188713,0.183920
1781264416.627878,-0.506946,1.524634,-9.674128,0.176927,0.171837,0.197265
1781264416.637878,-0.487114,1.510367,-9.677385,0.136548,0.179613,0.207908
1781264416.647878,-0.464639,1.499540,-9.680173,0.108429,0.224848,0.216624
1781264416.657878,-0.436138,1.489810,-9.682997,0.116628,0.298824,0.216984
1781264416.667878,-0.400064,1.477231,-9.686475,0.167512,0.382234,0.205878
1781264416.677878,-0.355616,1.457491,-9.691188,0.255859,0.476891,0.181685
1781264416.687878,-0.303149,1.427702,-9.697390,0.367825,0.550120,0.144723
1781264416.697878,-0.248709,1.386471,-9.704909,0.487521,0.514567,0.101296
1781264416.707878,-0.207313,1.333602,-9.713291,0.597357,0.294815,0.062934
1781264416.717878,-0.193214,1.272279,-9.721808,0.652735,-0.014392,0.044266
1781264416.727878,-0.206199,1.209436,-9.729557,0.623271,-0.238972,0.023677
1781264416.737878,-0.234810,1.153597,-9.735692,0.508919,-0.330837,-0.011217
1781264416.747878,-0.267182,1.111738,-9.739740,0.339408,-0.316300,-0.041655
1781264416.757878,-0.294818,1.087647,-9.741678,0.150115,-0.237413,-0.029414
1781264416.767878,-0.312950,1.081705,-9.741782,-0.027967,-0.133344,0.055753
1781264416.777878,-0.319503,1.091639,-9.740461,-0.165150,-0.027688,0.197299
1781264416.787878,-0.314143,1.112347,-9.738288,-0.238644,0.077734,0.341806
1781264416.797878,-0.297925,1.136908,-9.735957,-0.235353,0.160083,0.455409
1781264416.807878,-0.274063,1.157806,-9.734195,-0.161113,0.209523,0.539384
1781264416.817878,-0.245381,1.169210,-9.733598,-0.042669,0.246156,0.606707
1781264416.827878,-0.211860,1.168349,-9.734485,0.085213,0.292182,0.672679
1781264416.837878,-0.173168,1.155470,-9.736781,0.195662,0.336285,0.724270
1781264416.847878,-0.131129,1.133588,-9.740004,0.262324,0.353972,0.741469
1781264416.857878,-0.089417,1.107836,-9.743438,0.269509,0.333951,0.715376
1781264416.867878,-0.051793,1.083519,-9.746451,0.230091,0.285481,0.650642
1781264416.877878,-0.021044,1.064170,-9.748705,0.167449,0.211344,0.547085
1781264416.887878,-0.000345,1.050827,-9.750182,0.104289,0.106430,0.418692
1781264416.897878,0.007978,1.043211,-9.751001,0.048255,-0.007705,0.281802
1781264416.907878,0.004085,1.040675,-9.751274,-0.000971,-0.111989,0.159088
1781264416.917878,-0.009978,1.043443,-9.750972,-0.061904,-0.192219,0.067231
1781264416.927878,-0.030712,1.053480,-9.749845,-0.151822,-0.233202,0.016895
1781264416.937878,-0.053001,1.073476,-9.747564,-0.264532,-0.219012,0.014788
1781264416.947878,-0.071347,1.104700,-9.743953,-0.376270,-0.160798,0.049899
1781264416.957878,-0.083179,1.145036,-9.739196,-0.448481,-0.100518,0.115405
1781264416.967878,-0.088890,1.189264,-9.733843,-0.452831,-0.052177,0.194208
1781264416.977878,-0.088896,1.231426,-9.728603,-0.406396,-0.002746,0.269294
1781264416.987877,-0.082285,1.267623,-9.724015,-0.334391,0.063369,0.331160
1781264416.997877,-0.067631,1.296838,-9.720278,-0.265089,0.145851,0.366050
1781264417.007877,-0.044430,1.320173,-9.717268,-0.215986,0.237302,0.362496
1781264417.017877,-0.011343,1.339487,-9.714714,-0.184592,0.355574,0.323848
1781264417.027877,0.033270,1.355933,-9.712371,-0.157740,0.480889,0.254865
1781264417.037877,0.087007,1.369724,-9.710095,-0.127544,0.553287,0.168787
1781264417.047877,0.141142,1.380121,-9.707991,-0.088304,0.515794,0.077974
1781264417.057877,0.186656,1.387136,-9.706235,-0.059664,0.404193,-0.000760
1781264417.067877,0.217367,1.392338,-9.704864,-0.048880,0.228307,-0.038830
1781264417.077877,0.227145,1.396824,-9.704003,-0.043722,-0.020028,-0.043181
1781264417.087877,0.211013,1.400886,-9.703774,-0.041366,-0.294584,-0.038115
1781264417.097877,0.171460,1.404422,-9.704024,-0.032010,-0.494174,-0.042373
1781264417.107877,0.117999,1.406009,-9.704580,0.000399,-0.579140,-0.054929
1781264417.117877,0.060927,1.403669,-9.705444,0.051573,-0.567580,-0.070563
1781264417.127877,0.007853,1.394956,-9.706895,0.130089,-0.500314,-0.082033
1781264417.137877,-0.038648,1.378010,-9.709245,0.217657,-0.436767,-0.086881
1781264417.147877,-0.080504,1.353081,-9.712493,0.289496,-0.406358,-0.086506
1781264417.157877,-0.120746,1.322732,-9.716254,0.325870,-0.398326,-0.075308
1781264417.167877,-0.159542,1.290884,-9.719978,0.321016,-0.380767,-0.066248
1781264417.177877,-0.197674,1.261351,-9.723157,0.276471,-0.387296,-0.077931
1781264417.187877,-0.237250,1.237993,-9.725276,0.196661,-0.393279,-0.104424
1781264417.197877,-0.275114,1.222779,-9.726210,0.109161,-0.346624,-0.126072
1781264417.207877,-0.307216,1.215035,-9.726227,0.042868,-0.280893,-0.136185
1781264417.217877,-0.333790,1.212193,-9.725709,0.008633,-0.238366,-0.134590
1781264417.227877,-0.358416,1.211554,-9.724912,-0.003756,-0.235725,-0.146721
1781264417.237877,-0.382388,1.211182,-9.724046,-0.002535,-0.207822,-0.184546
1781264417.247877,-0.402251,1.210333,-9.723353,0.003149,-0.146161,-0.231516
1781264417.257877,-0.418151,1.208404,-9.722924,0.018316,-0.125169,-0.259168
1781264417.267877,-0.435363,1.203860,-9.722730,0.054641,-0.167995,-0.275269
1781264417.277877,-0.459503,1.193705,-9.722865,0.130178,-0.258816,-0.305835
1781264417.287877,-0.493505,1.173987,-9.723586,0.242703,-0.352188,-0.371964
1781264417.297877,-0.535390,1.142290,-9.725130,0.360907,-0.399334,-0.461424
1781264417.307877,-0.579639,1.099995,-9.727459,0.441135,-0.387877,-0.527499
1781264417.317877,-0.621505,1.052664,-9.730112,0.453288,-0.352931,-0.530183
1781264417.327877,-0.659667,1.007292,-9.732411,0.402262,-0.328005,-0.475075
1781264417.337877,-0.696830,0.969668,-9.733650,0.301950,-0.354608,-0.399867
1781264417.347877,-0.737255,0.943555,-9.733242,0.176342,-0.400352,-0.347386
1781264417.357877,-0.779306,0.930137,-9.731263,0.045560,-0.385368,-0.341151
1781264417.367877,-0.816660,0.928505,-9.728363,-0.069495,-0.304659,-0.378047
1781264417.377877,-0.844199,0.935346,-9.725363,-0.137113,-0.173629,-0.474101
1781264417.387877,-0.858615,0.943689,-9.723301,-0.121972,-0.012824,-0.639419
1781264417.397877,-0.859751,0.944598,-9.723114,-0.020668,0.129638,-0.834930
1781264417.407877,-0.850329,0.931061,-9.725241,0.137625,0.240423,-1.007310
1781264417.417877,-0.832603,0.899939,-9.729687,0.313674,0.319421,-1.107625
1781264417.427877,-0.808887,0.852354,-9.735950,0.463668,0.365210,-1.113866
1781264417.437877,-0.780020,0.793862,-9.743232,0.542291,0.414035,-1.030201
1781264417.447877,-0.743221,0.733772,-9.750812,0.520108,0.495257,-0.873022
1781264417.457877,-0.696619,0.682808,-9.757958,0.396478,0.568434,-0.665528
1781264417.467877,-0.643781,0.649264,-9.763888,0.207423,0.583362,-0.436849
1781264417.477877,-0.590372,0.636675,-9.768102,0.005840,0.552207,-0.219000
1781264417.487877,-0.540093,0.643756,-9.770550,-0.166312,0.492924,-0.048015
1781264417.497877,-0.496772,0.666593,-9.771319,-0.301340,0.388506,0.048529
1781264417.507877,-0.464887,0.701498,-9.770446,-0.408681,0.258114,0.067304
1781264417.517877,-0.444190,0.745592,-9.768140,-0.490381,0.169911,0.018729
1781264417.527877,-0.429574,0.795489,-9.764853,-0.532926,0.144681,-0.077828
1781264417.537877,-0.416054,0.847123,-9.761095,-0.533801,0.163397,-0.195033
1781264417.547877,-0.400552,0.896851,-9.757303,-0.503032,0.203527,-0.302882
1781264417.557877,-0.381985,0.942006,-9.753796,-0.450763,0.240350,-0.376500
1781264417.567877,-0.361448,0.981200,-9.750720,-0.385792,0.258067,-0.410900
1781264417.577877,-0.340103,1.013799,-9.748159,-0.313810,0.267051,-0.418472
1781264417.587877,-0.317666,1.039336,-9.746230,-0.239656,0.283442,-0.411132
1781264417.597877,-0.292529,1.057869,-9.745024,-0.168543,0.323282,-0.401238
1781264417.607877,-0.262340,1.069657,-9.744594,-0.098140,0.385349,-0.397541
1781264417.617877,-0.226636,1.074317,-9.744974,-0.018386,0.431582,-0.394266
1781264417.627877,-0.188748,1.071069,-9.746138,0.064331,0.424402,-0.376832
1781264417.637877,-0.154495,1.060974,-9.747850,0.124179,0.350734,-0.341202
1781264417.647877,-0.129033,1.047083,-9.749728,0.144867,0.238033,-0.299195
1781264417.657877,-0.114052,1.033546,-9.751364,0.117870,0.131115,-0.257660
1781264417.667877,-0.107364,1.024630,-9.752383,0.052864,0.062540,-0.212659
1781264417.677877,-0.104768,1.022658,-9.752619,-0.018331,0.037012,-0.165412
1781264417.687877,-0.102451,1.026838,-9.752204,-0.066190,0.043243,-0.122014
1781264417.697877,-0.098496,1.033879,-9.751500,-0.074060,0.060575,-0.094354
1781264417.707877,-0.092646,1.039454,-9.750965,-0.037594,0.078003,-0.086564
1781264417.717877,-0.085244,1.039957,-9.750979,0.025082,0.089555,-0.091688
1781264417.727877,-0.077910,1.033794,-9.751695,0.096088,0.076568,-0.099574
1781264417.737877,-0.073158,1.020878,-9.753091,0.163140,0.040734,-0.097785
1781264417.747877,-0.071987,1.002168,-9.755037,0.213250,0.006184,-0.077108
1781264417.757877,-0.072654,0.979741,-9.757309,0.239656,-0.002072,-0.038565
1781264417.767877,-0.072078,0.956134,-9.759654,0.239954,0.020576,0.012223
1781264417.777876,-0.067541,0.933532,-9.761875,0.221339,0.067858,0.075318
1781264417.787876,-0.056971,0.913169,-9.763868,0.195465,0.131352,0.133677
1781264417.797876,-0.039657,0.895306,-9.765606,0.169216,0.192826,0.176815
1781264417.807876,-0.016725,0.880314,-9.767034,0.135466,0.240939,0.214572
1781264417.817876,0.010539,0.869000,-9.768054,0.094328,0.276310,0.253728
1781264417.827876,0.040688,0.861252,-9.768660,0.064004,0.287758,0.285693
1781264417.837876,0.068905,0.855278,-9.769031,0.060454,0.224455,0.306173
1781264417.847876,0.086028,0.847427,-9.769586,0.100467,0.058521,0.328074
1781264417.857876,0.084436,0.834331,-9.770724,0.156651,-0.149768,0.367690
1781264417.867876,0.064957,0.818095,-9.772238,0.156753,-0.298949,0.401348
1781264417.877876,0.037430,0.806066,-9.773384,0.075817,-0.312909,0.378460
1781264417.887876,0.014092,0.804248,-9.773601,-0.043452,-0.209804,0.286882
1781264417.897876,0.002562,0.813706,-9.772830,-0.149197,-0.059432,0.166746
1781264417.907876,0.005162,0.831873,-9.771295,-0.220901,0.093825,0.073483
1781264417.917876,0.021265,0.854933,-9.769276,-0.250544,0.225073,0.025497
1781264417.927876,0.048422,0.878709,-9.767063,-0.234391,0.322030,0.014369
1781264417.937876,0.083043,0.898963,-9.764984,-0.180211,0.376580,0.035800
1781264417.947876,0.121134,0.912792,-9.763304,-0.109138,0.386850,0.085619
1781264417.957876,0.158979,0.920294,-9.762060,-0.054946,0.361442,0.154282
1781264417.967876,0.193402,0.924389,-9.761056,-0.044858,0.304067,0.234929
1781264417.977876,0.221477,0.929887,-9.759943,-0.090060,0.215851,0.327585
1781264417.987876,0.240906,0.942075,-9.758315,-0.183878,0.110548,0.419301
1781264417.997876,0.251037,0.964526,-9.755862,-0.301296,0.011461,0.488668
1781264418.007876,0.253285,0.998048,-9.752423,-0.411367,-0.062733,0.526804
1781264418.017876,0.250354,1.040408,-9.748062,-0.483447,-0.103534,0.531355
1781264418.027876,0.245143,1.086918,-9.743117,-0.495146,-0.110712,0.497776
1781264418.037876,0.240715,1.132027,-9.738095,-0.452142,-0.079396,0.427110
1781264418.047876,0.240652,1.171292,-9.733459,-0.373448,-0.005839,0.336602
1781264418.057876,0.248590,1.201933,-9.729529,-0.270581,0.101152,0.246507
1781264418.067876,0.265792,1.221846,-9.726596,-0.149498,0.198246,0.168009
1781264418.077876,0.289310,1.229229,-9.724994,-0.013917,0.246402,0.111427
1781264418.087876,0.315119,1.223450,-9.724919,0.119796,0.260238,0.079179
1781264418.097876,0.341090,1.205864,-9.726234,0.229081,0.256844,0.060643
1781264418.107876,0.365981,1.179236,-9.728590,0.307248,0.241268,0.041234
1781264418.117876,0.388511,1.146608,-9.731614,0.353603,0.214226,0.022733
1781264418.127876,0.407503,1.111054,-9.734962,0.366706,0.171494,0.021029
1781264418.137876,0.421220,1.075619,-9.738361,0.351121,0.102671,0.038190
1781264418.147876,0.426640,1.042715,-9.741708,0.315492,-0.005302,0.066058
1781264418.157876,0.419924,1.013708,-9.745061,0.268833,-0.151689,0.090994
1781264418.167876,0.398043,0.989484,-9.748462,0.215045,-0.318819,0.111746
1781264418.177876,0.360545,0.971081,-9.751760,0.150154,-0.469632,0.133351
1781264418.187876,0.311336,0.959537,-9.754589,0.075371,-0.555254,0.152919
1781264418.197876,0.258056,0.955305,-9.756561,0.002778,-0.557982,0.170589
1781264418.207876,0.207734,0.957595,-9.757545,-0.056732,-0.501603,0.189999
1781264418.217876,0.164888,0.964508,-9.757692,-0.090394,-0.408375,0.207259
1781264418.227876,0.132909,0.972830,-9.757364,-0.083244,-0.282943,0.205209
1781264418.237876,0.113326,0.978342,-9.757066,-0.031640,-0.157251,0.173955
1781264418.247876,0.103945,0.977639,-9.757243,0.042269,-0.069818,0.118390
1781264418.257876,0.100118,0.970345,-9.758010,0.099299,-0.030834,0.056874
1781264418.267876,0.097828,0.959539,-9.759102,0.114824,-0.023901,-0.002795
1781264418.277876,0.094705,0.949411,-9.760124,0.089643,-0.035456,-0.068273
1781264418.287876,0.088628,0.943154,-9.760787,0.038008,-0.071051,-0.143261
1781264418.297876,0.077124,0.942983,-9.760900,-0.032132,-0.131285,-0.226235
1781264418.307876,0.057899,0.950298,-9.760317,-0.115530,-0.210968,-0.305670
1781264418.317876,0.029828,0.965706,-9.758921,-0.197468,-0.294867,-0.375423
1781264418.327876,-0.006838,0.988132,-9.756708,-0.257912,-0.373635,-0.440166
1781264418.337876,-0.051967,1.014128,-9.753893,-0.272159,-0.454180,-0.506577
1781264418.347876,-0.105597,1.037682,-9.750975,-0.212237,-0.525181,-0.589869
1781264418.357876,-0.164776,1.051704,-9.748653,-0.091001,-0.542863,-0.672327
1781264418.367876,-0.222995,1.053598,-9.747299,0.015493,-0.493778,-0.694164
1781264418.377876,-0.273337,1.048839,-9.746545,0.032174,-0.384532,-0.646517
1781264418.387876,-0.309009,1.046887,-9.745705,-0.039666,-0.207685,-0.579426
1781264418.397876,-0.324673,1.053743,-9.744463,-0.138128,0.007598,-0.532432
1781264418.407876,-0.319554,1.068808,-9.742986,-0.201006,0.206825,-0.506617
1781264418.417876,-0.296815,1.087097,-9.741672,-0.199804,0.367921,-0.506830
1781264418.427876,-0.259914,1.101967,-9.741047,-0.127743,0.505700,-0.541076
1781264418.437876,-0.210577,1.106314,-9.741732,0.019226,0.636067,-0.601270
1781264418.447876,-0.149798,1.093553,-9.744272,0.225762,0.753402,-0.667196
1781264418.457876,-0.079484,1.059527,-9.748823,0.455281,0.836059,-0.712941
1781264418.467876,-0.004091,1.005438,-9.754847,0.637332,0.854233,-0.720818
1781264418.477876,0.069998,0.938956,-9.761221,0.713437,0.799920,-0.696185
1781264418.487876,0.136369,0.871298,-9.766820,0.669327,0.679636,-0.652394
1781264418.497876,0.188719,0.813614,-9.770968,0.518573,0.493796,-0.585809
1781264418.507876,0.221720,0.774738,-9.773472,0.290679,0.268727,-0.496155
1781264418.517876,0.233773,0.760073,-9.774355,0.025248,0.054171,-0.396922
1781264418.527876,0.227996,0.770571,-9.773660,-0.221511,-0.105855,-0.307097
1781264418.537876,0.210722,0.802019,-9.771500,-0.400111,-0.194349,-0.252338
1781264418.547876,0.187829,0.846068,-9.768243,-0.481165,-0.227125,-0.242488
1781264418.557876,0.163617,0.893212,-9.764484,-0.467593,-0.217264,-0.267688
1781264418.567876,0.142336,0.935280,-9.760890,-0.379447,-0.156706,-0.319085
1781264418.577876,0.128267,0.966246,-9.758082,-0.242356,-0.058333,-0.384878
1781264418.587876,0.123991,0.982635,-9.756507,-0.083666,0.056426,-0.452880
1781264418.597876,0.130414,0.983670,-9.756317,0.069602,0.173464,-0.513488
1781264418.607876,0.146911,0.971139,-9.757330,0.195010,0.271689,-0.557721
1781264418.617876,0.171444,0.948447,-9.759153,0.280653,0.340290,-0.582679
1781264418.627876,0.200928,0.919462,-9.761359,0.330776,0.373226,-0.587564
1781264418.637876,0.231995,0.886994,-9.763673,0.358941,0.371089,-0.573614
1781264418.647876,0.262484,0.852065,-9.766010,0.384805,0.355900,-0.551417
