time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1781270917854071000,-11.279928955078125,114.94339513760933,-1,-1,57.3738427793346,105.35339498502144,-1,15.97866210548107,30,41.282998638910655,-1
1781270926854071000,-2.279928955078125,114.94339513760933,-1,-1,57.3738427793346,105.35339498502144,-1,15.97866210548107,30,41.282998638910655,-1
1781270929203735800,0.06973583984375,103.00198940935583,-1,-1,57.373837357400404,103.00198940935583,-1,35.595014,30.548550009964675,41.28300399514579,-1
1781270929232602000,0.09860205078125,114.99797934735089,-1,-1,57.37383809416522,105.407979194763,-1,38.18931338896109,30.64003362965027,41.28300538419962,-1
1781270930923467300,1.78946728515625,115.03911423762592,-1,-1,57.373496914790856,105.44911408503803,-1,22.452032526992166,30,41.282923863737224,-1
1781270931121602000,1.98760205078125,118.0665283203125,0.6100000143051147,32.26269565778412,57.373663092268,108.47652816772461,272.109375,12.579551347651552,16,41.28314663490825,1.159999966621399
1781270932053579000,2.9195791015625,117.70513916015625,1.159999966621399,61.472972945300384,57.37366510855367,108.11513900756836,272.109375,12.840482960120678,16,41.28312040215475,1.159999966621399
1781270933073205000,3.939205078125,113.46893310546875,1.059999942779541,68.13164923506494,57.37383572621547,103.87893295288086,149.4140625,4.396902303679384,3,41.28314181217426,1.159999966621399
1781270934023822000,4.889822021484375,113.15374755859375,1.059999942779541,-1,57.37383152492999,103.56374740600586,-1,3.9848692202379254,4,41.283158646431914,0
1781270935024106000,5.89010595703125,113.29608154296875,0.75,41.398480068931796,57.373832375344755,103.70608139038086,291.796875,3.552546573190304,4,41.28315447755766,0.6899999976158142
1781270936026916900,6.892916748046875,113.1031494140625,0.949999988079071,57.59372602505662,57.37383188617111,103.51314926147461,266.8359375,3.6323132363041064,4,41.283143423383045,0.8399999737739563
1781270937003396600,7.869396728515625,112.128662109375,0.7599999904632568,38.024496392539724,57.37382185596955,102.53866195678711,235.546875,3.3693993372905626,4,41.28313343165547,1.190000057220459
1781270938003223300,8.869223388671875,110.89727783203125,1.149999976158142,56.87938044542708,57.37381093559757,101.30727767944336,195.1171875,3.4870208314659483,4,41.28313185936921,1.0399999618530273
1781270939003038700,9.869038818359375,110.13568115234375,0.7300000190734863,34.93729869901815,57.373802257065776,100.54568099975586,212.34375,3.4374016488326444,4,41.283129429980654,1.190000057220459
1781270940002849300,10.868849365234375,109.26275634765625,0.7300000190734863,31.355342592588364,57.3737979552647,99.67275619506836,269.296875,3.4447520883680607,3,41.283116963305275,1.2599999904632568
1781270941002666500,11.86866650390625,107.7601318359375,0.7200000286102295,32.03312958468541,57.37379952442333,98.17013168334961,293.203125,3.472369670873887,3,41.283098410047266,1.3899999856948853
1781270954623394000,25.48939404296875,115.26604810730434,-1,-1,57.373690502072535,105.67604795471645,-1,21.13465649393633,30,41.28300401577704,-1
1781270960624260900,31.4902607421875,114.64883680002907,-1,-1,57.373535804430894,105.05883664744118,-1,19.650225374519643,30,41.282925113798214,-1
1781270971819114000,42.68511401367188,115.34499758273988,-1,-1,57.3734312768203,105.75499743015199,-1,23.70366906588686,30,41.282814233999936,-1
1781270972320664800,43.186664794921874,115.31875411535624,-1,-1,57.37343301632001,105.72875396276835,-1,19.603904874100216,30,41.28288848816783,-1
1781270978617450000,49.48344995117188,115.82330995530704,-1,-1,57.37347149305543,106.23330980271915,-1,16.224079938052665,30,41.28294998138899,-1
1781270984622588200,55.48858813476563,115.36686694758686,-1,-1,57.373489074812156,105.77686679499897,-1,17.3571544337162,30,41.28305591981192,-1
1781270988999949800,59.86594970703125,127.724853515625,0.75,48.274878883774264,57.37346906365429,118.13485336303711,130.78125,4.740036100280844,12,41.28288863028075,0.8700000047683716
1781270989999940400,60.8659404296875,120.03411865234375,0.7599999904632568,43.01547954360812,57.37347187391613,110.44411849975586,114.9609375,3.5111525480536705,6,41.28292263006272,1.0199999809265137
1781270990999930400,61.865930419921874,120.03411880973727,0.7599999904632472,60.37415333720013,57.373468495840996,110.44411865714937,114.96095044491287,3.0725678128403877,8.058728876377044,41.282936574482186,1.0199999809265006
1781270991999921000,62.8659208984375,118.45764176081866,0.7200000286102203,57.196569309963024,57.37346539811905,108.86764160823077,118.82813750906168,3.690604126993356,8.058728876377044,41.28296038909171,1.0199999809265006
1781270992999912200,63.865912109375,119.13586449436843,0.7200000286102116,40.79755366793086,57.37346065566015,109.54586434178054,119.17970497764372,4.081002738455393,5.372485917584671,41.282986939014165,1.4299999475478768
1781270993999904500,64.86590454101562,120.2565920362249,0.7400000095367241,41.35245893584329,57.373454892363725,110.66659188363701,120.23439253692736,4.207154992495653,4.029364438188533,41.283009685528285,1.4500000476836783
1781270994999896000,65.86589599609376,120.12927271425724,0.7300000190734659,39.17270456330913,57.37344823915395,110.53927256166935,124.80470485639033,4.410710281937485,4.029364438188529,41.28303171162104,1.5099999904632144
1781270995999887400,66.86588745117187,120.34802271425724,0.7200000286102094,38.636092697805296,57.3734490443046,110.75802256166935,126.56251697811811,4.289982434156803,4.02936443818853,41.28305159929677,1.5099999904632146
1781270996999880000,67.8658798828125,120.74414087366313,0.7200000286102101,39.41925598200037,57.373441903563894,111.15414072107524,127.61720391081808,4.462487190178622,4.029364438188531,41.283069352434666,1.4800000190734466
1781270997999872800,68.86587280273437,120.51586938090622,0.7300000190734675,40.793642463327316,57.373434757329115,110.92586922831833,126.21095387737012,4.5694561995546445,4.029364438188533,41.2830869545435,1.4500000476836785
1781270998999867000,69.86586694335938,119.89099145121872,0.720000028610211,40.23482599081219,57.37342812408878,110.30099129863083,124.80470416672661,4.637760371137271,4.029364438188533,41.28310554950393,1.4500000476836785
1781270999999859500,70.865859375,119.32910182606429,0.7200000286102084,37.639033161286136,57.37342151373119,109.7391016734764,124.45314289179997,4.6801070437936465,4.029364438188528,41.28312749239495,1.5499999523162387
1781271000999853600,71.865853515625,119.63366725575179,0.7200000286102084,37.63903316128518,57.37341603990551,110.0436671031639,120.93751861085353,4.706335466545826,4.029364438188528,41.28315122262986,1.5499999523162384
1781271001999847400,72.86584741210937,119.12359645590186,0.7200000286102082,37.63903316128537,57.37341155177831,109.53359630331397,120.23439374633335,4.5103220565598425,4.029364438188527,41.283168961962126,1.5499999523162387
1781271002999840800,73.8658408203125,118.46252467762679,0.7300000190734649,38.161796991428034,57.37340581465179,108.8725245250389,120.585956178929,4.600801109032123,4.029364438188528,41.28319128969818,1.5499999523162384
1781271003999835100,74.86583520507813,118.37982203625143,0.7300000190734653,38.66064354451421,57.37340042351269,108.78982188366354,120.23439350444029,4.657239233393588,4.029364438188528,41.28321199129059,1.5299999713897263
1781271004999830300,75.86583032226562,118.90386988595128,0.7300000190734657,38.91498964425153,57.37339458074157,109.31386973336339,120.58595581740671,4.69222639105773,4.02936443818853,41.28323277315688,1.5199999809264706
1781271005999824600,76.86582470703125,119.10388209298253,0.7300000190734657,38.9149896442513,57.37338832140554,109.51388194039464,120.23439338348224,4.7138587655191415,4.029364438188529,41.283254493831755,1.5199999809264706
1781271006999819800,77.86581982421875,119.03118922095746,0.7200000286102092,38.381908116645455,57.37338188911493,109.44118906836957,121.9922055461746,4.727211657088181,4.02936443818853,41.28327510674891,1.5199999809264704
1781271007999815000,78.86581494140626,119.30291772633791,0.7200000286102102,39.419255982001395,57.37337308637524,109.71291757375002,121.28908020464772,4.531863035198844,4.029364438188531,41.28329736966801,1.4800000190734466
1781271008999809500,79.8658095703125,119.16418481618166,0.7200000286102104,39.687413925005636,57.373367870099905,109.57418466359377,121.64064251910644,4.61451747263255,4.029364438188532,41.283318466855135,1.4700000286101906
1781271009999805400,80.86580541992187,118.932312249206,0.7300000190734678,41.0769313656781,57.37336398477311,109.34231209661812,123.04689189688996,4.748651530191788,4.029364438188534,41.28333826759885,1.4400000572204226
1781271010999800800,81.86580078125,116.94666201528162,1.2754162387481836,70.05610014040849,57.373348928026545,107.35666186269373,123.56624822525069,4.691899453796987,3,41.28337625184843,1.4751237377680078
1781271011999796500,82.86579638671876,116.96239962428808,1.27204599780965,73.08650583681828,57.37333829309562,107.37239947170019,122.68397437983947,4.063495220002329,3,41.283397627849936,1.4102385695500308
1781271012999792600,83.86579272460938,116.97764720581472,1.2690747044558799,72.92787012451649,57.373333548582124,107.38764705322683,119.269881662705,4.804018454808469,3,41.28341714256359,1.409954819217752
1781271013999787300,84.86578735351563,116.7450942620635,1.2715673445501001,80.1834386032972,57.3733243309004,107.15509410947561,120.00743064329984,4.740449916956172,3,41.28342941584376,1.2849623204181564
1781271014999783400,85.86578344726563,116.19127865415066,1.2311102146566457,77.75080699437017,57.3733294529367,106.60127850156277,89.58730494152171,4.888362310237002,3,41.28345380458491,1.2820031160187646
1781271015999779300,86.865779296875,115.79245290812105,1.2480472964073337,65.41876267222428,57.37334587368387,106.20245275553316,64.41897563593234,5.509843736628283,3.0249179128474135,41.283480923959004,1.5449717558853742
1781271016999776000,87.86577587890625,115.33971492294222,1.199191974258327,91.57820059257291,57.37335767505334,105.74971477035433,54.696150757963736,5.569982045797291,3.059808853709217,41.283493586026566,1.0583364777284336
1781271017999772200,88.86577221679687,115.39233187306672,0.7307377986393099,50.40092442777208,57.373378640513984,105.80233172047883,22.30057685525388,5.748879070386999,3.2045299047893807,41.28349343569529,1.4426411794506557
1781271018999767800,89.86576782226562,115.36897176411003,1.2596492495688218,75.43163565267673,57.37339415263577,105.77897161152214,17.45522722249254,5.890929014679259,3.201330040561611,41.28348040333436,1.3528700735094144
1781271019999764700,90.8657646484375,115.17732658050954,0.7322959766329964,50.49885761978431,57.37340937615844,105.58732642792165,19.452549487322415,5.853002791572659,3.2808840165522923,41.28347943214015,1.4403080734179217
1781271020999760600,91.8657607421875,115.23675391077995,1.266127945302635,71.63223016858312,57.37342101525806,105.64675375819206,18.773624230756255,5.870354081403772,3.178270461015975,41.283471939777435,1.432107167789338
1781271021999756800,92.8657568359375,115.13918645679951,1.2559620358413217,78.55978552271417,57.3734347059465,105.54918630421162,18.789759921036467,6.045952093835579,3.266062719234033,41.28347216183573,1.2951233489982084
1781271022999753500,93.86575341796875,115.29916787706316,1.275039892626689,73.4575483509781,57.37344806023672,105.70916772447526,19.575323747623496,6.063502509638532,3.2293471754253606,41.28346791600377,1.4064420242495626
1781271023999750700,94.86575073242187,115.20877906121314,1.2650539578923532,74.81186704266169,57.37346186651481,105.61877890862525,21.791544169632974,5.987716332624743,3.209959648292099,41.28346507279449,1.3700647007055238
1781271024999747300,95.86574731445313,114.91562779713422,1.2501286047864895,79.45510991207769,57.373471814846546,105.32562764454633,21.317026102930285,5.9441505128198715,3.1772514076208185,41.28346808163865,1.2743737859255513
1781271025999743200,96.8657431640625,114.79460038430989,1.2533794291141425,76.320398841169,57.37348493119107,105.204600231722,20.04495075818158,5.7620408198553115,3.057189272240115,41.283468844895175,1.3302433476389668
1781271026999740700,97.86574072265626,114.88652243465185,1.264964574817748,80.34753072450458,57.37349856477167,105.29652228206396,16.663999506459348,5.735351183085649,3.116198806906431,41.28348374194713,1.2755386981058763
1781271027999737000,98.86573706054688,114.77220473997295,1.2567375035157533,74.83886599367413,57.37351372349201,105.18220458738506,10.284087532409973,5.596131812243342,3.054460898885252,41.28349523898758,1.3603419790000248
1781271028999734000,99.86573413085938,114.49383164010942,1.2339787378212228,78.91576780250303,57.37352379447833,104.90383148752153,15.517571581077902,5.478219578846061,3.0188889510811454,41.28349829976641,1.2658589569937038
1781271029999730200,100.86573022460938,114.76382829714566,1.2687967006752243,75.30444258707908,57.37353189449294,105.17382814455777,12.945258580557752,5.455239673194168,3,41.283499590762446,1.3651742228088213
1781271030999727600,101.8657275390625,114.61560262553394,1.265585699729363,80.26005638333764,57.37354308627767,105.02560247294605,18.175635402325188,5.353901213100377,3,41.283506295100516,1.277593821991358
1781271031999725000,102.86572509765625,114.57785171549767,1.2651940218463356,79.71811552238528,57.37355463282975,104.98785156290978,22.22872703453516,5.233257616613583,3,41.28351777890067,1.285911894387627
1781271032999721500,103.86572143554687,114.54979255329818,1.2710596616565613,74.93273597303292,57.37356963187277,104.95979240071028,17.95959588337802,5.109715948058324,3,41.28352623054985,1.374409389743233
1781271033999718700,104.86571875,114.56230070162565,1.2664497160413872,73.58618741354421,57.37357827225489,104.97230054903775,20.320319592624088,5.149827631511321,3,41.283527985417344,1.3945041918189338
1781271034999715300,105.86571533203124,114.63024415355176,1.1633948390768956,71.86167482646448,57.37359045360323,105.04024400096387,12.46045480731255,5.034778730242924,3,41.283529409763894,1.3117908686075757
1781271035999712500,106.86571240234375,114.87159787397832,1.1587474408041902,77.90684482553924,57.37360357067725,105.28159772139043,7.5373675910313755,5.0238635412421955,3,41.28351840103429,1.2050989178387415
1781271036999709200,107.86570922851563,115.20237082242966,0.8798679941622964,56.18214771680042,57.373610441878334,105.61237066984177,356.4290915086411,5.0043901158413675,4.429798680619208,41.28353224436021,1.1906696465406221
1781271037999707100,108.86570703125,114.88545570615679,0.8933360134914272,57.325037848783985,57.37362253453162,105.2954555535689,12.658332552708334,5.053010295145259,4.420551749253354,41.28354411598704,1.2625197059760105
