t_utc[s],a_x[m/s2],a_y[m/s2],a_z[m/s2],w_x[rad/s],w_y[rad/s],w_z[rad/s]
1781270929.446518,-0.168256,-2.305591,-9.530284,-0.063223,-0.146190,0.022240
1781270929.456518,-0.182293,-2.300718,-9.531203,-0.042319,-0.142175,0.000561
1781270929.466518,-0.193833,-2.296980,-9.531877,-0.038827,-0.098636,-0.016161
1781270929.476518,-0.199580,-2.292961,-9.532727,-0.049345,-0.034708,-0.033202
1781270929.486518,-0.198655,-2.287521,-9.534053,-0.066475,0.030046,-0.048023
1781270929.496518,-0.193103,-2.280151,-9.535932,-0.088787,0.057334,-0.053776
1781270929.506518,-0.186280,-2.270404,-9.538393,-0.117509,0.054994,-0.068312
1781270929.516518,-0.179317,-2.258550,-9.541340,-0.131608,0.054066,-0.077141
1781270929.526518,-0.172605,-2.245722,-9.544491,-0.138175,0.046653,-0.084366
1781270929.536518,-0.166943,-2.232834,-9.547615,-0.135064,0.029425,-0.093067
1781270929.546518,-0.162773,-2.220454,-9.550574,-0.129048,0.012267,-0.110066
1781270929.556518,-0.160090,-2.208926,-9.553292,-0.115076,-0.012350,-0.127706
1781270929.566518,-0.159933,-2.198658,-9.555664,-0.100580,-0.044314,-0.132836
1781270929.576518,-0.162481,-2.190058,-9.557595,-0.083749,-0.070797,-0.142799
1781270929.586518,-0.166593,-2.182941,-9.559152,-0.067906,-0.078729,-0.147258
1781270929.596518,-0.169900,-2.177651,-9.560301,-0.046299,-0.054596,-0.147476
1781270929.606518,-0.170586,-2.174273,-9.561057,-0.029431,-0.024271,-0.143062
1781270929.616518,-0.168708,-2.173074,-9.561364,-0.002306,-0.001526,-0.130512
1781270929.626518,-0.165053,-2.174189,-9.561174,0.020327,0.019546,-0.114301
1781270929.636518,-0.160104,-2.177402,-9.560527,0.043685,0.032827,-0.107060
1781270929.646518,-0.154547,-2.182698,-9.559410,0.063793,0.033812,-0.098874
1781270929.656518,-0.149278,-2.189359,-9.557971,0.071094,0.030812,-0.088155
1781270929.666518,-0.144682,-2.196411,-9.556423,0.075589,0.026574,-0.072209
1781270929.676518,-0.141034,-2.203350,-9.554880,0.068498,0.016863,-0.063232
1781270929.686518,-0.138901,-2.209504,-9.553491,0.057520,-0.001541,-0.062304
1781270929.696518,-0.138086,-2.214358,-9.552379,0.041685,-0.010936,-0.068990
1781270929.706518,-0.137241,-2.217513,-9.551659,0.022499,-0.003393,-0.075350
1781270929.716518,-0.135022,-2.219273,-9.551281,0.015291,0.013115,-0.077954
1781270929.726518,-0.131195,-2.220696,-9.551004,0.014619,0.030459,-0.080577
1781270929.736518,-0.126255,-2.222610,-9.550625,0.024252,0.034669,-0.073790
1781270929.746518,-0.121622,-2.225545,-9.550002,0.037446,0.027994,-0.061654
1781270929.756518,-0.118552,-2.229666,-9.549080,0.047202,0.008968,-0.051170
1781270929.766518,-0.117212,-2.234863,-9.547881,0.056605,-0.003751,-0.037860
1781270929.776518,-0.117254,-2.240310,-9.546604,0.053817,-0.012821,-0.027166
1781270929.786518,-0.118579,-2.245103,-9.545461,0.043057,-0.028809,-0.026018
1781270929.796518,-0.121430,-2.248421,-9.544645,0.024558,-0.043736,-0.028756
1781270929.806518,-0.125421,-2.249655,-9.544302,0.001716,-0.054214,-0.034401
1781270929.816518,-0.130034,-2.248814,-9.544439,-0.019028,-0.059754,-0.035136
1781270929.826518,-0.135092,-2.246021,-9.545026,-0.037405,-0.063519,-0.042235
1781270929.836518,-0.140293,-2.242039,-9.545887,-0.048616,-0.063956,-0.041215
1781270929.846518,-0.145253,-2.237318,-9.546921,-0.051635,-0.055289,-0.036361
1781270929.856518,-0.148932,-2.232569,-9.547975,-0.048238,-0.039799,-0.035311
1781270929.866518,-0.151014,-2.228137,-9.548978,-0.043278,-0.023199,-0.044871
1781270929.876518,-0.151898,-2.224243,-9.549872,-0.039102,-0.017739,-0.055194
1781270929.886518,-0.152450,-2.220400,-9.550758,-0.044636,-0.022610,-0.067913
1781270929.896518,-0.153395,-2.215939,-9.551778,-0.052187,-0.028847,-0.063557
1781270929.906518,-0.154825,-2.210717,-9.552965,-0.062009,-0.029495,-0.059538
1781270929.916518,-0.156489,-2.204679,-9.554333,-0.065960,-0.031116,-0.055989
1781270929.926518,-0.158180,-2.198334,-9.555767,-0.063381,-0.031659,-0.053169
1781270929.936518,-0.160105,-2.192559,-9.557062,-0.059307,-0.036752,-0.052625
1781270929.946518,-0.162673,-2.187209,-9.558245,-0.056624,-0.041884,-0.063099
1781270929.956518,-0.164992,-2.181853,-9.559428,-0.058967,-0.037035,-0.081275
1781270929.966518,-0.166551,-2.176110,-9.560711,-0.063978,-0.035179,-0.098232
1781270929.976518,-0.167362,-2.169833,-9.562123,-0.071621,-0.031476,-0.111825
1781270929.986518,-0.167732,-2.162848,-9.563699,-0.080794,-0.030446,-0.119928
1781270929.996518,-0.168128,-2.154866,-9.565493,-0.090774,-0.034212,-0.127342
1781270930.006518,-0.168894,-2.146325,-9.567400,-0.093632,-0.039932,-0.140623
1781270930.016518,-0.170047,-2.137431,-9.569370,-0.097467,-0.050263,-0.154339
1781270930.026518,-0.172207,-2.128369,-9.571351,-0.099387,-0.066648,-0.164246
1781270930.036518,-0.175682,-2.118953,-9.573377,-0.105187,-0.081281,-0.172946
1781270930.046518,-0.180271,-2.108836,-9.575525,-0.113425,-0.094512,-0.186415
1781270930.056518,-0.185363,-2.098268,-9.577749,-0.113963,-0.096422,-0.204863
1781270930.066518,-0.189869,-2.087859,-9.579935,-0.108602,-0.088835,-0.224204
1781270930.076518,-0.192519,-2.078577,-9.581901,-0.090105,-0.070701,-0.247906
1781270930.086518,-0.193774,-2.071804,-9.583343,-0.056566,-0.072463,-0.270623
1781270930.096518,-0.195765,-2.068870,-9.583936,-0.015005,-0.091196,-0.290252
1781270930.106518,-0.199237,-2.070337,-9.583548,0.033691,-0.107158,-0.307823
1781270930.116518,-0.202634,-2.076153,-9.582218,0.073651,-0.097773,-0.320137
1781270930.126518,-0.203608,-2.085214,-9.580229,0.096202,-0.060643,-0.317483
1781270930.136518,-0.200737,-2.095355,-9.578077,0.097742,-0.009684,-0.297797
1781270930.146518,-0.193371,-2.104234,-9.576282,0.073294,0.040651,-0.263732
1781270930.156518,-0.182385,-2.109325,-9.575377,0.021162,0.081081,-0.218260
1781270930.166518,-0.169270,-2.108041,-9.575900,-0.057072,0.106230,-0.166623
1781270930.176518,-0.155093,-2.098335,-9.578271,-0.150772,0.128355,-0.106562
1781270930.186518,-0.140640,-2.079610,-9.582574,-0.242419,0.138969,-0.047642
1781270930.196518,-0.126973,-2.052064,-9.588698,-0.330871,0.133657,-0.000125
1781270930.206518,-0.115358,-2.016565,-9.596369,-0.406121,0.112109,0.031427
1781270930.216518,-0.106687,-1.975053,-9.605096,-0.455254,0.083176,0.041913
1781270930.226518,-0.101217,-1.930160,-9.614275,-0.475564,0.049407,0.040558
1781270930.236518,-0.099249,-1.884509,-9.623348,-0.470927,0.007734,0.036410
1781270930.246518,-0.101091,-1.840242,-9.631893,-0.444614,-0.032579,0.023941
1781270930.256518,-0.106257,-1.799667,-9.639504,-0.396588,-0.067005,0.003563
1781270930.266518,-0.114033,-1.764782,-9.645866,-0.326792,-0.096993,-0.019988
1781270930.276518,-0.124099,-1.737535,-9.650690,-0.238800,-0.121540,-0.041520
1781270930.286518,-0.135557,-1.719193,-9.653824,-0.142894,-0.132989,-0.064129
1781270930.296518,-0.146794,-1.710098,-9.655277,-0.050498,-0.127090,-0.084179
1781270930.306518,-0.156900,-1.709136,-9.655289,0.024053,-0.112947,-0.101371
1781270930.316518,-0.164561,-1.714276,-9.654250,0.074339,-0.084221,-0.110646
1781270930.326518,-0.168757,-1.723182,-9.652592,0.102282,-0.042975,-0.111027
1781270930.336518,-0.168836,-1.733741,-9.650700,0.108068,0.003899,-0.109584
1781270930.346518,-0.164546,-1.743929,-9.648938,0.096327,0.047061,-0.108029
1781270930.356518,-0.155834,-1.752095,-9.647603,0.068414,0.094753,-0.104985
1781270930.366518,-0.142583,-1.757043,-9.646907,0.030582,0.141004,-0.097081
1781270930.376518,-0.125554,-1.757917,-9.646984,-0.014282,0.175839,-0.087599
1781270930.386518,-0.106050,-1.755050,-9.647739,-0.046313,0.194173,-0.076006
1781270930.396518,-0.086130,-1.749895,-9.648873,-0.060412,0.190126,-0.065299
1781270930.406518,-0.067694,-1.744512,-9.649996,-0.047353,0.168472,-0.055168
1781270930.416518,-0.052233,-1.741595,-9.650620,-0.011743,0.133604,-0.047789
1781270930.426518,-0.040656,-1.743063,-9.650412,0.041269,0.090517,-0.035094
1781270930.436518,-0.033653,-1.750125,-9.649160,0.103707,0.045152,-0.012992
1781270930.446518,-0.031037,-1.763352,-9.646760,0.167352,0.012752,0.017636
1781270930.456518,-0.031294,-1.781900,-9.643348,0.213957,0.000173,0.052771
1781270930.466518,-0.031795,-1.804279,-9.639183,0.246919,0.019552,0.086398
1781270930.476518,-0.029987,-1.829119,-9.634505,0.266786,0.055291,0.108645
1781270930.486518,-0.025258,-1.855194,-9.629531,0.274577,0.088031,0.123923
1781270930.496518,-0.017761,-1.881597,-9.624423,0.272617,0.118825,0.135114
1781270930.506518,-0.007637,-1.907878,-9.619261,0.274482,0.145747,0.147866
1781270930.516518,0.003886,-1.934820,-9.613879,0.287261,0.149444,0.160796
1781270930.526518,0.013974,-1.963771,-9.607997,0.315205,0.123152,0.167287
1781270930.536518,0.020523,-1.996153,-9.601308,0.359765,0.083359,0.170884
1781270930.546517,0.023077,-2.033305,-9.593500,0.414037,0.043440,0.180021
1781270930.556517,0.022033,-2.076110,-9.584325,0.476532,0.013924,0.194044
1781270930.566517,0.018122,-2.125131,-9.573576,0.542478,-0.005298,0.210903
1781270930.576517,0.011999,-2.179946,-9.561247,0.600410,-0.023194,0.229836
1781270930.586517,0.004000,-2.239626,-9.547444,0.642827,-0.030116,0.255869
1781270930.596517,-0.004690,-2.301990,-9.532596,0.656973,-0.022545,0.278345
1781270930.606517,-0.013172,-2.364067,-9.517384,0.639559,-0.015065,0.306235
1781270930.616517,-0.022839,-2.422906,-9.502562,0.591389,-0.029720,0.334820
1781270930.626517,-0.035447,-2.475240,-9.489033,0.506430,-0.054447,0.365840
1781270930.636517,-0.050419,-2.517455,-9.477863,0.380820,-0.052410,0.412514
1781270930.646517,-0.065209,-2.545447,-9.470304,0.207134,-0.014312,0.488639
1781270930.656517,-0.077259,-2.554795,-9.467704,-0.006392,0.053636,0.591615
1781270930.666517,-0.084204,-2.542157,-9.471043,-0.250859,0.151220,0.713651
1781270930.676517,-0.083521,-2.505636,-9.480759,-0.507170,0.275696,0.836089
1781270930.686517,-0.073682,-2.445835,-9.496414,-0.735343,0.387455,0.927812
1781270930.696517,-0.056807,-2.367178,-9.516411,-0.899034,0.436069,0.967127
1781270930.706517,-0.038771,-2.276923,-9.538480,-0.976796,0.404014,0.955001
1781270930.716517,-0.024541,-2.183442,-9.560359,-0.964587,0.322471,0.893146
1781270930.726517,-0.017076,-2.095390,-9.580076,-0.860588,0.203876,0.790545
1781270930.736517,-0.019502,-2.020961,-9.596076,-0.681167,0.054314,0.660534
1781270930.746517,-0.032774,-1.966111,-9.607453,-0.455528,-0.085301,0.513731
1781270930.756517,-0.054124,-1.933883,-9.613912,-0.212082,-0.174784,0.362957
1781270930.766517,-0.077982,-1.924150,-9.615707,0.008523,-0.190616,0.243465
1781270930.776517,-0.097077,-1.933214,-9.613716,0.174008,-0.109388,0.176064
1781270930.786517,-0.102593,-1.955141,-9.609222,0.276863,0.075410,0.169665
1781270930.796517,-0.087780,-1.984248,-9.603392,0.325641,0.307944,0.198846
1781270930.806517,-0.052882,-2.016231,-9.596969,0.336910,0.500871,0.236744
1781270930.816517,-0.004289,-2.048026,-9.590368,0.322435,0.606509,0.267900
1781270930.826517,0.049420,-2.077952,-9.583801,0.297969,0.622273,0.288232
1781270930.836517,0.100860,-2.105708,-9.577343,0.274498,0.573224,0.302611
1781270930.846517,0.144842,-2.131827,-9.571009,0.260959,0.476536,0.322666
1781270930.856517,0.176949,-2.157304,-9.564768,0.260102,0.339387,0.344816
1781270930.866517,0.194134,-2.183503,-9.558495,0.272670,0.180305,0.369324
1781270930.876517,0.195697,-2.211337,-9.552062,0.291903,0.030429,0.396707
1781270930.886517,0.183530,-2.240995,-9.545385,0.310260,-0.086677,0.435838
1781270930.896517,0.160857,-2.272222,-9.538404,0.324582,-0.162911,0.488512
1781270930.906517,0.132174,-2.304338,-9.531133,0.329818,-0.183911,0.547004
1781270930.916517,0.102083,-2.336717,-9.523617,0.330000,-0.161512,0.607472
1781270930.926517,0.074121,-2.368361,-9.516058,0.318930,-0.108407,0.663727
1781270930.936517,0.050783,-2.398142,-9.508755,0.294711,-0.036269,0.714402
1781270930.946517,0.033014,-2.425175,-9.501979,0.265133,0.035028,0.763120
1781270930.956517,0.019461,-2.449410,-9.495801,0.239027,0.079655,0.806053
1781270930.966517,0.007231,-2.471283,-9.490150,0.218359,0.087922,0.844197
1781270930.976517,-0.006322,-2.490979,-9.485001,0.195499,0.074802,0.876242
1781270930.986517,-0.021963,-2.508103,-9.480464,0.164191,0.067245,0.904506
1781270930.996517,-0.038217,-2.521452,-9.476872,0.119069,0.081912,0.935114
1781270931.006517,-0.052892,-2.529473,-9.474666,0.056182,0.116947,0.959609
1781270931.016517,-0.064294,-2.530572,-9.474304,-0.023496,0.161322,0.980659
1781270931.026517,-0.072157,-2.523568,-9.476115,-0.111805,0.199156,0.995114
1781270931.036517,-0.076817,-2.507794,-9.480262,-0.206569,0.229103,0.996671
1781270931.046517,-0.078661,-2.483308,-9.486685,-0.294340,0.248965,0.985331
1781270931.056517,-0.078915,-2.451484,-9.494951,-0.359149,0.248761,0.962087
1781270931.066517,-0.078974,-2.414681,-9.504373,-0.395858,0.234268,0.937610
1781270931.076517,-0.080201,-2.375923,-9.514125,-0.399841,0.205207,0.914969
1781270931.086517,-0.083385,-2.338591,-9.523345,-0.365604,0.168377,0.876612
1781270931.096517,-0.089074,-2.306473,-9.531128,-0.288935,0.124239,0.815983
1781270931.106517,-0.097541,-2.283623,-9.536552,-0.171598,0.072734,0.737018
1781270931.116517,-0.109383,-2.273795,-9.538775,-0.018232,0.008799,0.641459
1781270931.126517,-0.125419,-2.279835,-9.537133,0.158923,-0.063343,0.538490
1781270931.136517,-0.145546,-2.302981,-9.531273,0.338057,-0.121892,0.445640
1781270931.146517,-0.168003,-2.342557,-9.521238,0.499851,-0.146814,0.380883
1781270931.156517,-0.190847,-2.395968,-9.507489,0.630276,-0.150905,0.355663
1781270931.166517,-0.214667,-2.459565,-9.490711,0.717724,-0.167892,0.372068
1781270931.176517,-0.242337,-2.529397,-9.471659,0.768920,-0.211827,0.415571
1781270931.186517,-0.276766,-2.602042,-9.451004,0.783877,-0.278105,0.473018
1781270931.196517,-0.319542,-2.673777,-9.429603,0.758359,-0.342484,0.545222
1781270931.206517,-0.369109,-2.739894,-9.408797,0.679948,-0.364425,0.635027
1781270931.216517,-0.420436,-2.794900,-9.390468,0.540363,-0.312988,0.735679
1781270931.226517,-0.465756,-2.833513,-9.376779,0.348967,-0.167092,0.834450
1781270931.236517,-0.494620,-2.851156,-9.369979,0.109862,0.097673,0.918716
1781270931.246517,-0.496516,-2.844198,-9.371995,-0.160368,0.442143,0.979500
1781270931.256517,-0.468678,-2.812946,-9.382818,-0.394851,0.735168,0.995276
1781270931.266517,-0.419179,-2.765226,-9.399294,-0.510498,0.883333,0.964726
1781270931.276517,-0.361954,-2.714367,-9.416482,-0.474683,0.860170,0.922716
1781270931.286517,-0.312128,-2.673795,-9.429898,-0.308523,0.695671,0.885429
1781270931.296517,-0.280928,-2.653462,-9.436654,-0.062381,0.445464,0.844590
1781270931.306517,-0.274802,-2.658278,-9.435484,0.210164,0.138884,0.786589
1781270931.316517,-0.296714,-2.687991,-9.426366,0.459004,-0.174627,0.709333
1781270931.326517,-0.342969,-2.738652,-9.410150,0.649947,-0.406097,0.630936
1781270931.336516,-0.402677,-2.803316,-9.388686,0.758802,-0.491611,0.571352
1781270931.346516,-0.462145,-2.873662,-9.364653,0.781323,-0.425378,0.537566
1781270931.356516,-0.510026,-2.942283,-9.340857,0.732836,-0.258886,0.532018
1781270931.366516,-0.540999,-3.003488,-9.319643,0.633112,-0.053090,0.563557
1781270931.376516,-0.553947,-3.053250,-9.302723,0.501671,0.163515,0.632059
1781270931.386516,-0.550035,-3.089225,-9.291085,0.351036,0.365803,0.730056
1781270931.396516,-0.532524,-3.110188,-9.285115,0.188165,0.524159,0.836599
1781270931.406516,-0.506724,-3.115578,-9.284751,0.023720,0.612568,0.928188
1781270931.416516,-0.478724,-3.105714,-9.289536,-0.135404,0.630443,0.997071
1781270931.426516,-0.453478,-3.081380,-9.298895,-0.284082,0.592588,1.055899
1781270931.436516,-0.435220,-3.043883,-9.312100,-0.415889,0.510279,1.115759
1781270931.446516,-0.427221,-2.995317,-9.328193,-0.517951,0.403744,1.174447
1781270931.456516,-0.430439,-2.939073,-9.345909,-0.573171,0.291145,1.221722
1781270931.466516,-0.444141,-2.879610,-9.363756,-0.576189,0.184380,1.247788
1781270931.476516,-0.467205,-2.822284,-9.380076,-0.518305,0.084080,1.244222
1781270931.486516,-0.498080,-2.772963,-9.393198,-0.399013,-0.009091,1.207969
1781270931.496516,-0.535111,-2.737069,-9.401696,-0.231734,-0.089124,1.147770
1781270931.506516,-0.576553,-2.718091,-9.404758,-0.040997,-0.141731,1.089016
1781270931.516516,-0.619113,-2.716367,-9.402552,0.135430,-0.135533,1.057997
1781270931.526516,-0.656858,-2.729103,-9.396304,0.271749,-0.045321,1.058561
1781270931.536516,-0.683255,-2.751838,-9.387792,0.358622,0.113408,1.080583
1781270931.546516,-0.694683,-2.780218,-9.378589,0.401881,0.288249,1.113736
1781270931.556516,-0.692534,-2.810442,-9.369735,0.405350,0.426915,1.155378
1781270931.566516,-0.681954,-2.839134,-9.361859,0.374720,0.506158,1.212905
1781270931.576516,-0.668391,-2.862795,-9.355634,0.304891,0.541895,1.285912
1781270931.586516,-0.654842,-2.877842,-9.351979,0.199481,0.560619,1.363945
1781270931.596516,-0.642367,-2.881826,-9.351620,0.076434,0.568440,1.438955
1781270931.606516,-0.631948,-2.874109,-9.354702,-0.039648,0.556827,1.503376
1781270931.616516,-0.625423,-2.856438,-9.360548,-0.127303,0.514483,1.549800
1781270931.626516,-0.624449,-2.832228,-9.367963,-0.175310,0.455260,1.574396
1781270931.636516,-0.628339,-2.805305,-9.375800,-0.186107,0.415811,1.584971
1781270931.646516,-0.634265,-2.778246,-9.383455,-0.178612,0.410002,1.597013
1781270931.656516,-0.639159,-2.751745,-9.390930,-0.171698,0.437190,1.621928
1781270931.666516,-0.640687,-2.725384,-9.398510,-0.170251,0.490205,1.664472
1781270931.676516,-0.637421,-2.698459,-9.406497,-0.175228,0.554256,1.714289
1781270931.686516,-0.629086,-2.670597,-9.415004,-0.181780,0.613735,1.761038
1781270931.696516,-0.616388,-2.642210,-9.423847,-0.183274,0.662422,1.802771
1781270931.706516,-0.599991,-2.613919,-9.432790,-0.180589,0.700241,1.835835
1781270931.716516,-0.580668,-2.586251,-9.441621,-0.171512,0.723742,1.854462
1781270931.726516,-0.560004,-2.560645,-9.449847,-0.143274,0.719002,1.849732
1781270931.736516,-0.540673,-2.539704,-9.456627,-0.082339,0.674320,1.819897
1781270931.746516,-0.526347,-2.526998,-9.460844,0.021910,0.585882,1.772200
1781270931.756516,-0.520337,-2.526637,-9.461275,0.167995,0.470656,1.717194
1781270931.766516,-0.524123,-2.541204,-9.457157,0.326149,0.356013,1.671187
1781270931.776516,-0.537231,-2.569343,-9.448802,0.448053,0.269516,1.657359
1781270931.786516,-0.555785,-2.605439,-9.437832,0.496077,0.266335,1.678232
1781270931.796516,-0.569642,-2.641265,-9.427051,0.451996,0.405562,1.727472
1781270931.806516,-0.567147,-2.667790,-9.419739,0.311196,0.651373,1.811772
1781270931.816516,-0.544141,-2.677187,-9.418423,0.100894,0.883442,1.910923
1781270931.826516,-0.507255,-2.665711,-9.423721,-0.123995,0.983018,1.979328
1781270931.836516,-0.469551,-2.634964,-9.434306,-0.312997,0.915988,1.987185
1781270931.846516,-0.443265,-2.590551,-9.447867,-0.430294,0.717290,1.937049
1781270931.856516,-0.436888,-2.539492,-9.462016,-0.467163,0.441517,1.845254
1781270931.866516,-0.453251,-2.488615,-9.474752,-0.433245,0.163646,1.720807
1781270931.876516,-0.489557,-2.444099,-9.484523,-0.337498,-0.064825,1.577280
1781270931.886516,-0.539662,-2.410641,-9.490364,-0.202699,-0.209994,1.434301
1781270931.896516,-0.595034,-2.390585,-9.492133,-0.056797,-0.253070,1.308247
1781270931.906516,-0.646916,-2.383909,-9.490431,0.077266,-0.196617,1.211901
1781270931.916516,-0.687049,-2.388657,-9.486431,0.182348,-0.046320,1.148888
1781270931.926516,-0.708534,-2.401671,-9.481574,0.252800,0.170432,1.123451
1781270931.936516,-0.708495,-2.419297,-9.477094,0.282512,0.402833,1.132460
1781270931.946516,-0.687441,-2.437739,-9.473907,0.272103,0.624319,1.164171
1781270931.956516,-0.647909,-2.453846,-9.472519,0.232660,0.810789,1.202237
1781270931.966516,-0.595433,-2.465866,-9.472830,0.178870,0.912708,1.221200
1781270931.976516,-0.538776,-2.473610,-9.474205,0.129574,0.902216,1.210840
1781270931.986516,-0.487165,-2.477815,-9.475913,0.089552,0.802599,1.187437
1781270931.996516,-0.446595,-2.479215,-9.477560,0.055937,0.665233,1.167928
1781270932.006516,-0.418758,-2.478214,-9.479102,0.028552,0.533617,1.160809
1781270932.016516,-0.402050,-2.475076,-9.480649,0.006512,0.432726,1.172116
1781270932.026516,-0.393594,-2.470127,-9.482296,-0.011424,0.366014,1.196069
1781270932.036516,-0.390474,-2.463514,-9.484145,-0.027476,0.332092,1.224888
1781270932.046516,-0.389833,-2.455451,-9.486261,-0.039521,0.324616,1.251617
1781270932.056516,-0.389850,-2.446496,-9.488574,-0.044045,0.329067,1.275623
1781270932.066516,-0.389777,-2.437231,-9.490961,-0.043951,0.337762,1.302861
1781270932.076516,-0.389140,-2.428007,-9.493351,-0.043370,0.351057,1.331358
1781270932.086516,-0.387621,-2.418947,-9.495726,-0.039810,0.362936,1.348984
1781270932.096516,-0.385758,-2.410439,-9.497965,-0.031238,0.358994,1.348712
1781270932.106516,-0.385008,-2.403172,-9.499837,-0.013582,0.333643,1.329964
1781270932.116516,-0.386675,-2.397906,-9.501100,0.010858,0.292630,1.292514
1781270932.126516,-0.391272,-2.395247,-9.501583,0.037553,0.247934,1.235785
1781270932.136516,-0.398334,-2.395566,-9.501209,0.067675,0.208420,1.161430
1781270932.146516,-0.406913,-2.398803,-9.500028,0.093313,0.178410,1.083287
1781270932.156516,-0.415962,-2.404063,-9.498306,0.105331,0.164581,1.019946
1781270932.166516,-0.424202,-2.409880,-9.496467,0.103779,0.170280,0.977188
1781270932.176516,-0.429980,-2.414595,-9.495011,0.080460,0.200722,0.949191
1781270932.186516,-0.430943,-2.415751,-9.494673,0.026814,0.259899,0.932148
1781270932.196516,-0.425118,-2.410398,-9.496293,-0.058245,0.333962,0.924975
1781270932.206516,-0.412581,-2.396148,-9.500446,-0.162451,0.393464,0.921824
1781270932.216516,-0.395812,-2.371803,-9.507258,-0.273311,0.414720,0.909793
1781270932.226516,-0.378175,-2.337174,-9.516537,-0.381918,0.396659,0.884606
1781270932.236516,-0.362503,-2.292878,-9.527906,-0.480474,0.349025,0.844202
1781270932.246516,-0.350922,-2.240330,-9.540823,-0.558558,0.280362,0.784464
1781270932.256516,-0.344348,-2.181860,-9.554597,-0.607615,0.207307,0.709674
1781270932.266516,-0.342207,-2.120580,-9.568460,-0.622707,0.144230,0.630370
1781270932.276516,-0.342967,-2.060277,-9.581605,-0.590740,0.101387,0.548671
1781270932.286516,-0.344843,-2.005920,-9.593077,-0.501433,0.074768,0.466338
1781270932.296516,-0.347547,-1.962778,-9.601915,-0.363321,0.044303,0.386600
1781270932.306516,-0.352091,-1.934390,-9.607520,-0.201099,0.004884,0.313865
1781270932.316516,-0.359289,-1.921707,-9.609803,-0.045746,-0.040844,0.254892
1781270932.326516,-0.369858,-1.922789,-9.609184,0.077341,-0.085442,0.208811
1781270932.336516,-0.383568,-1.934024,-9.606388,0.163366,-0.120994,0.171625
1781270932.346516,-0.400070,-1.951965,-9.602081,0.217894,-0.157480,0.142641
1781270932.356516,-0.419542,-1.973857,-9.596771,0.245111,-0.192075,0.118921
1781270932.366516,-0.441267,-1.997202,-9.590964,0.245355,-0.210654,0.103659
1781270932.376516,-0.463566,-2.019017,-9.585345,0.214810,-0.209985,0.092397
1781270932.386516,-0.484279,-2.036632,-9.580597,0.156595,-0.185888,0.077363
1781270932.396516,-0.501524,-2.048233,-9.577240,0.087849,-0.142568,0.062000
1781270932.406516,-0.513820,-2.053170,-9.575534,0.019360,-0.086992,0.050806
1781270932.416516,-0.520414,-2.051968,-9.575436,-0.039861,-0.031287,0.034939
1781270932.426516,-0.522489,-2.046501,-9.576493,-0.070451,-0.007226,0.002217
1781270932.436516,-0.524260,-2.040357,-9.577707,-0.056590,-0.047570,-0.059884
1781270932.446516,-0.531491,-2.038755,-9.577648,0.014864,-0.152572,-0.150058
1781270932.456516,-0.548749,-2.047091,-9.574887,0.136782,-0.293539,-0.247231
1781270932.466516,-0.577475,-2.068886,-9.568494,0.281465,-0.423182,-0.318724
1781270932.476516,-0.614907,-2.104483,-9.558376,0.412875,-0.499245,-0.353285
1781270932.486516,-0.655572,-2.151207,-9.545252,0.506318,-0.501583,-0.359768
