time,pos_x,pos_y,pos_z,yaw_deg,pitch_deg,roll_deg
1781270929.216519,0.28624006207766384,-0.4530468127263092,84.29546008765949,-0.03057997596154679,-0.15350212491582294,-0.10914516890344313
1781270929.226519,0.28626895830436005,-0.4533624317783021,84.30195669961395,-0.06329415849289959,-0.2941243739088365,-0.21446979519934536
1781270929.236518,0.2862980358724796,-0.4539483809152221,84.30652964603061,-0.09215993211143336,-0.4230988583484517,-0.31116875397922245
1781270929.246518,0.2863272164747149,-0.4548045954524385,84.30917890841815,-0.11051613408724811,-0.5387680539513351,-0.4035683535340667
1781270929.256518,0.2863564249083746,-0.45593104660465,84.30990447851742,-0.11753057230270425,-0.6379470467545839,-0.49315133429914887
1781270929.266518,0.286385559465342,-0.4573277358570411,84.30870635671553,-0.11962531051703912,-0.7254008855281232,-0.588506855684087
1781270929.276518,0.28641454612298045,-0.45899473542592817,84.30558456373214,-0.121307651725929,-0.8023651714093424,-0.69264922351902
1781270929.286518,0.2864432837385621,-0.4609321041692663,84.30053911642702,-0.11818759506004067,-0.8612789643170173,-0.7990696169216339
1781270929.296518,0.2864716130440682,-0.4631398488803913,84.29357001681832,-0.10766667688955989,-0.8999786479490341,-0.8980283906250981
1781270929.306518,0.2864993952321027,-0.46561791386702456,84.2846772491147,-0.08767227293148265,-0.9245473903905393,-0.9865971979616092
1781270929.316518,0.28652653902313086,-0.4683662093878154,84.27386078758673,-0.0635334550719437,-0.9267090762242018,-1.0648298638422082
1781270929.326518,0.2865528610005232,-0.4713846533539891,84.26112060886614,-0.04211925107021694,-0.9058485585222734,-1.1397171964901502
1781270929.336518,0.28657816989664636,-0.47467322904101916,84.24645670829428,-0.028086074416021803,-0.8658355394366445,-1.217300990025547
1781270929.346518,0.28660229342147275,-0.478231957033117,84.22986909196163,-0.02170682742497583,-0.8182893948712353,-1.3040113415971317
1781270929.356518,0.286625173885555,-0.4820609019558303,84.21135777848768,-0.013569855723063965,-0.7786733721976403,-1.4009299808864777
1781270929.366518,0.28664688385307335,-0.48616014837138366,84.19092279211728,0.006690200463546247,-0.7391404367634262,-1.5160184107871904
1781270929.376518,0.2866674483046971,-0.49052983738433575,84.16856417323929,0.04584347994594275,-0.6950140348876055,-1.645789183100365
1781270929.386518,0.28668686787415554,-0.49517009613590884,84.1442819583224,0.1008283176762479,-0.6621155033427536,-1.786005970596511
1781270929.396518,0.28670527796740974,-0.5000810046805652,84.11807617029801,0.15993957296412237,-0.6505769933146414,-1.9306707298994363
1781270929.406518,0.28672286901726235,-0.5052625917461477,84.08994681718119,0.21530043375835664,-0.6636074352142126,-2.0665121605272785
1781270929.416518,0.2867398405809849,-0.5107147746321399,84.0598938751008,0.2594343830139456,-0.7022916618562747,-2.1814767032197575
1781270929.426518,0.28675638695964845,-0.5164373808077608,84.02791729440354,0.29010974893454305,-0.7655061326380297,-2.2684510601148267
1781270929.436518,0.28677268878262074,-0.5224301599860705,83.99401700331447,0.3106531514090049,-0.8428335411221488,-2.3271539169059903
1781270929.446518,0.28678884691269985,-0.5286928786002845,83.95819293483179,0.32284343107687424,-0.9267931223836824,-2.3629186415545345
1781270929.456518,0.28680489598713943,-0.5352253484711195,83.92044503509092,0.3227631044705158,-1.0083886188513644,-2.3867096779241477
1781270929.466518,0.2868207884921308,-0.5420274869035329,83.8807732804873,0.31310665762971174,-1.0650253989874372,-2.4086455378687286
1781270929.476518,0.28683627337621354,-0.5490992885882827,83.83917766956263,0.2935547724480282,-1.085060997713622,-2.43681739511265
1781270929.486518,0.28685103057612843,-0.5564408164501927,83.79565822040861,0.2653223600350969,-1.068031885449284,-2.474994970859238
1781270929.496518,0.28686475613508033,-0.5640521512111524,83.75021495642467,0.2335745024304793,-1.0354037448086468,-2.5260172503670275
1781270929.506518,0.28687733573144303,-0.5719333912742626,83.70284790594181,0.19323411534710822,-1.0041455234787848,-2.5934724457301734
1781270929.516518,0.2868887716813178,-0.5800846681221614,83.65355710661318,0.14773261036165472,-0.9733925262234524,-2.6689812670640864
1781270929.526518,0.2868990697567862,-0.5885060370874584,83.60234257430344,0.09806678607032011,-0.9468322323952143,-2.7482178918833786
1781270929.536518,0.2869082659168118,-0.5971975187839286,83.5492043148942,0.04347541684638138,-0.930068566311305,-2.82563491830769
1781270929.546518,0.28691643711819004,-0.6061590980411883,83.49414232394372,-0.020783524017350247,-0.9230547426524786,-2.8995849435610297
1781270929.556518,0.28692363823838507,-0.6153907513053876,83.43715659461988,-0.09502004684251542,-0.9300641286397903,-2.965534291542581
1781270929.566518,0.28692997308213597,-0.6248924054427797,83.37824710589373,-0.17207859997075306,-0.9553197575492782,-3.023229145943741
1781270929.576518,0.2869355885583077,-0.6346639749027467,83.31741383304336,-0.2547159346281682,-0.9957044010832239,-3.0713714476366367
1781270929.586518,0.28694059373930814,-0.6447053785472624,83.25465675283905,-0.33978406950001905,-1.0406102813088596,-3.11051834525411
1781270929.596518,0.28694500877210155,-0.6550165308140221,83.18997584080903,-0.4247743814035056,-1.071713759809847,-3.137258344067226
1781270929.606518,0.286948704531693,-0.6655973211868307,83.12337106535921,-0.5070623751899207,-1.0854824190268773,-3.154236576746431
1781270929.616518,0.28695153415142344,-0.6764476688275451,83.0548424035598,-0.5818653615048949,-1.0863441569927568,-3.1555663034268
1781270929.626518,0.2869534179816798,-0.6875674546708105,82.9843898213456,-0.6471329660197751,-1.0752706872686273,-3.143798271991692
1781270929.636518,0.28695428771308396,-0.6989565774780248,82.91201328989644,-0.7080039151377501,-1.0567595262324732,-3.1185435981142215
1781270929.646518,0.2869540932746778,-0.7106149244608291,82.837712777055,-0.7639818081705624,-1.0378577950890395,-3.0817409631958714
1781270929.656518,0.2869528532044084,-0.7225424013450218,82.76148825596647,-0.8137546964623399,-1.020766331150729,-3.0407613367600006
1781270929.666518,0.28695060765322755,-0.7347389821865906,82.68333971912226,-0.854357374493151,-1.0061726111967653,-2.9972282211280903
1781270929.676518,0.28694740441984107,-0.7472046402098443,82.60326715889408,-0.8898979411094464,-0.9971093192149534,-2.9578332648243104
1781270929.686518,0.28694330748051083,-0.7599394063050896,82.52127058403953,-0.9250217851710981,-0.998514084122596,-2.9248898876829585
1781270929.696518,0.28693840625433337,-0.7729433382612951,82.43735001087536,-0.9641343066945881,-1.0051728218643186,-2.901109071126639
1781270929.706518,0.2869327325162022,-0.7862165132317271,82.35150546139037,-1.0070808337029542,-1.0073383187286609,-2.8882514713386533
1781270929.716518,0.2869262342884638,-0.7997590193954178,82.26373696083682,-1.051589315430534,-0.9999825845890231,-2.8793554417996385
1781270929.726518,0.28691883484890723,-0.8135708744750377,82.17404451443366,-1.097605913407696,-0.98269103666665,-2.870652258884782
1781270929.736518,0.2869104472916838,-0.8276520689078013,82.0824281194944,-1.13964191709656,-0.9631022401831413,-2.85636969942613
1781270929.746518,0.28690107173081003,-0.8420025535954213,81.98888776203233,-1.1746039394273382,-0.9474994130015272,-2.8345921893758934
1781270929.756518,0.2868907687125954,-0.8566222588850104,81.89342342205907,-1.203474299383311,-0.9429234483902335,-2.8074429666833094
1781270929.766518,0.2868796466978161,-0.8715111427603746,81.79603508740945,-1.2246327388272307,-0.9457592914431854,-2.7750591408026923
1781270929.776518,0.28686779160715176,-0.8866691820752342,81.69672275146439,-1.2396892520252603,-0.9537665379975775,-2.744385180392939
