t_utc[s],a_x[m/s2],a_y[m/s2],a_z[m/s2],w_x[rad/s],w_y[rad/s],w_z[rad/s]
1781257671.351407,-4.659796,-4.941087,-7.074036,0.416132,-0.309238,0.380992
1781257671.361407,-4.700949,-4.949089,-7.041141,0.371497,-0.266384,0.476110
1781257671.371407,-4.745489,-4.948988,-7.011270,0.219151,-0.385738,0.412891
1781257671.381407,-4.797702,-4.939235,-6.982547,-0.016538,-0.605752,0.297477
1781257671.391407,-4.859053,-4.918942,-6.954379,-0.201288,-0.785492,0.217016
1781257671.401407,-4.926072,-4.892031,-6.926147,-0.275079,-0.838021,0.198280
1781257671.411407,-4.992176,-4.863075,-6.899157,-0.254989,-0.784355,0.224646
1781257671.421407,-5.057946,-4.833702,-6.871839,-0.228281,-0.763906,0.304409
1781257671.431407,-5.123973,-4.801117,-6.845715,-0.196017,-0.669068,0.375800
1781257671.441407,-5.186022,-4.770580,-6.820299,-0.149725,-0.642877,0.359603
1781257671.451407,-5.245054,-4.741444,-6.795432,-0.177600,-0.594135,0.345975
1781257671.461407,-5.299244,-4.707643,-6.776868,-0.265349,-0.506806,0.365755
1781257671.471407,-5.346020,-4.668046,-6.767519,-0.350359,-0.390465,0.326397
1781257671.481407,-5.385171,-4.626830,-6.764788,-0.437033,-0.410400,0.216050
1781257671.491407,-5.419979,-4.587552,-6.763744,-0.431674,-0.372513,0.136175
1781257671.501407,-5.446958,-4.554924,-6.764132,-0.366448,-0.290589,0.068857
1781257671.511407,-5.468705,-4.528225,-6.764516,-0.353767,-0.296024,0.038361
1781257671.521407,-5.492867,-4.500466,-6.763461,-0.431221,-0.390082,0.013353
1781257671.531407,-5.522159,-4.469775,-6.759955,-0.494889,-0.492209,-0.048673
1781257671.541407,-5.552709,-4.440555,-6.754186,-0.490209,-0.502626,-0.103927
1781257671.551406,-5.578604,-4.416813,-6.748419,-0.422459,-0.430244,-0.156407
1781257671.561406,-5.596737,-4.401500,-6.743415,-0.307695,-0.325151,-0.176152
1781257671.571406,-5.608242,-4.393687,-6.738953,-0.227717,-0.254392,-0.180608
1781257671.581406,-5.617163,-4.390059,-6.733887,-0.203816,-0.265983,-0.198935
1781257671.591406,-5.628318,-4.387082,-6.726508,-0.210051,-0.316159,-0.179285
1781257671.601406,-5.645143,-4.381443,-6.716073,-0.227740,-0.396326,-0.144406
1781257671.611406,-5.668753,-4.373474,-6.701359,-0.244780,-0.490742,-0.134527
1781257671.621406,-5.700095,-4.363764,-6.681064,-0.284073,-0.621798,-0.142880
1781257671.631406,-5.737769,-4.352866,-6.655869,-0.327160,-0.721811,-0.196991
1781257671.641406,-5.776095,-4.344889,-6.627873,-0.326568,-0.731642,-0.284608
1781257671.651406,-5.807859,-4.342597,-6.601574,-0.251972,-0.599853,-0.295204
1781257671.661406,-5.828489,-4.346149,-6.581031,-0.115542,-0.382070,-0.239456
1781257671.671406,-5.840938,-4.353795,-6.564924,-0.035000,-0.294547,-0.171281
1781257671.681406,-5.855336,-4.359031,-6.548603,-0.072551,-0.345328,-0.120160
1781257671.691406,-5.877134,-4.357650,-6.529964,-0.138608,-0.444275,-0.065354
1781257671.701406,-5.907319,-4.349346,-6.508219,-0.206942,-0.542190,-0.048665
1781257671.711406,-5.938929,-4.340723,-6.485166,-0.174790,-0.514118,-0.099448
1781257671.721406,-5.962538,-4.340929,-6.463336,-0.040199,-0.375280,-0.141468
1781257671.731406,-5.975919,-4.350906,-6.444245,0.066011,-0.246705,-0.147473
1781257671.741406,-5.983535,-4.365029,-6.427607,0.096627,-0.197840,-0.145161
1781257671.751406,-5.990094,-4.380815,-6.410735,0.113422,-0.222515,-0.152212
1781257671.761406,-6.000227,-4.397201,-6.390004,0.111663,-0.304922,-0.150300
1781257671.771406,-6.016253,-4.412323,-6.364456,0.091891,-0.392848,-0.129460
1781257671.781406,-6.038585,-4.423608,-6.335403,0.076556,-0.444952,-0.065956
1781257671.791406,-6.064996,-4.430982,-6.304944,0.110535,-0.420417,0.009088
1781257671.801406,-6.088900,-4.438085,-6.276851,0.180157,-0.279356,0.057640
1781257671.811406,-6.104501,-4.445988,-6.256080,0.214175,-0.115598,0.101102
1781257671.821406,-6.114298,-4.451389,-6.242663,0.168604,-0.049664,0.121417
1781257671.831406,-6.122523,-4.451901,-6.234232,0.081332,-0.052279,0.121811
1781257671.841406,-6.133650,-4.445931,-6.227550,-0.047993,-0.143008,0.110993
1781257671.851406,-6.150966,-4.431514,-6.220737,-0.209409,-0.259558,0.102098
1781257671.861406,-6.174060,-4.406358,-6.215717,-0.334295,-0.283819,0.163546
1781257671.871406,-6.198037,-4.372517,-6.215745,-0.338564,-0.196072,0.238438
1781257671.881406,-6.221079,-4.337071,-6.217560,-0.285153,-0.191694,0.266710
1781257671.891406,-6.245624,-4.304808,-6.215376,-0.219555,-0.228129,0.263777
1781257671.901406,-6.271574,-4.277686,-6.207971,-0.159117,-0.270635,0.224090
1781257671.911406,-6.296471,-4.257358,-6.196737,-0.102797,-0.249514,0.166978
1781257671.921406,-6.314473,-4.243829,-6.187702,-0.034435,-0.121006,0.131329
1781257671.931406,-6.323421,-4.235196,-6.184483,-0.015114,-0.017841,0.093695
1781257671.941406,-6.325312,-4.230036,-6.186081,-0.023449,0.030957,0.025964
1781257671.951406,-6.322576,-4.228895,-6.189657,-0.021681,0.049215,-0.027192
1781257671.961406,-6.317849,-4.229414,-6.194128,-0.032841,0.052401,-0.025685
1781257671.971406,-6.318597,-4.226011,-6.195689,-0.116481,-0.115969,-0.012647
1781257671.981406,-6.332965,-4.217332,-6.186918,-0.192064,-0.364309,-0.027376
1781257671.991406,-6.358232,-4.207294,-6.167795,-0.175896,-0.470406,-0.014680
1781257672.001406,-6.388152,-4.196919,-6.143896,-0.123117,-0.480427,0.056078
1781257672.011406,-6.420319,-4.184715,-6.118636,-0.057722,-0.393498,0.140197
1781257672.021406,-6.448128,-4.173225,-6.097213,0.077442,-0.250440,0.219308
1781257672.031406,-6.469506,-4.167097,-6.078737,0.239280,-0.115094,0.261428
1781257672.041406,-6.483383,-4.171712,-6.060764,0.410632,-0.027172,0.198382
1781257672.051406,-6.488050,-4.192694,-6.041251,0.543740,0.046349,0.035722
1781257672.061406,-6.478361,-4.235230,-6.021916,0.677597,0.145705,-0.207986
1781257672.071406,-6.452841,-4.299396,-6.003768,0.734713,0.239695,-0.438973
1781257672.081406,-6.411535,-4.375880,-5.992715,0.732684,0.424536,-0.546203
1781257672.091406,-6.354692,-4.453130,-5.996332,0.711736,0.689108,-0.488957
1781257672.101406,-6.289258,-4.519064,-6.015971,0.686931,0.907778,-0.254861
1781257672.111406,-6.224799,-4.570441,-6.044163,0.698223,0.979301,-0.070962
1781257672.121406,-6.163515,-4.617835,-6.070893,0.756847,0.961279,-0.054575
1781257672.131406,-6.100925,-4.672274,-6.092405,0.787032,0.911452,-0.194403
1781257672.141406,-6.034795,-4.738218,-6.107291,0.726440,0.736543,-0.456657
1781257672.151406,-5.970718,-4.817043,-6.108587,0.602577,0.340281,-0.819465
1781257672.161406,-5.913944,-4.910615,-6.089238,0.399217,-0.173517,-1.282662
1781257672.171406,-5.863859,-5.015614,-6.051937,0.121485,-0.611112,-1.722470
1781257672.181406,-5.808714,-5.126937,-6.011666,-0.081987,-0.700982,-2.049990
1781257672.191406,-5.736877,-5.243618,-5.979867,-0.157695,-0.595392,-2.216518
1781257672.201406,-5.651541,-5.359192,-5.958618,-0.213789,-0.484760,-2.197039
1781257672.211406,-5.551295,-5.465507,-5.956276,-0.229962,0.112795,-2.073230
1781257672.221406,-5.396607,-5.565234,-6.005478,-0.088792,1.402400,-1.912830
1781257672.231406,-5.186677,-5.658674,-6.101916,-0.219245,1.852287,-1.943835
1781257672.241406,-4.954498,-5.734510,-6.222756,-0.808753,1.814987,-2.264050
1781257672.251406,-4.709826,-5.786074,-6.363273,-0.931786,1.430257,-2.317004
1781257672.261406,-4.578309,-5.873031,-6.380667,0.688446,0.105744,-1.406985
1781257672.271406,-4.493472,-5.988494,-6.333389,0.978467,0.300052,-1.210747
1781257672.281406,-4.379452,-6.087389,-6.318968,0.489594,0.888995,-1.087726
1781257672.291406,-4.257503,-6.133988,-6.357228,-0.501035,0.932462,-1.111229
1781257672.301406,-4.125485,-6.133573,-6.443892,-1.277660,0.632132,-1.703905
1781257672.311406,-3.968299,-6.141395,-6.534420,-0.754981,0.553631,-2.225343
1781257672.321406,-3.754970,-6.216368,-6.588841,0.399091,1.587775,-2.418653
1781257672.331406,-3.434292,-6.371060,-6.614403,1.668022,2.954016,-2.728465
1781257672.341406,-3.067841,-6.640619,-6.527321,3.762110,2.506182,-2.787946
1781257672.351406,-2.755848,-7.004348,-6.280487,5.247709,2.198968,-2.014337
1781257672.361406,-2.504822,-7.384658,-5.940664,5.819414,2.523309,-1.002223
1781257672.371406,-2.326341,-7.740303,-5.547797,6.015812,1.878444,-0.262341
1781257672.381406,-2.275519,-8.059338,-5.096021,5.921299,-0.084142,0.260940
1781257672.391406,-2.366072,-8.328450,-4.597051,5.574804,-2.281864,0.577178
1781257672.401406,-2.548757,-8.549135,-4.062193,5.269428,-3.910819,0.520295
1781257672.411406,-2.729290,-8.739306,-3.501467,5.167864,-4.272298,-0.064908
1781257672.421406,-2.811644,-8.921067,-2.932477,5.263697,-3.534138,-0.941872
1781257672.431406,-2.776193,-9.100140,-2.359731,5.508968,-2.768363,-1.678031
1781257672.441406,-2.650857,-9.268862,-1.772262,5.850797,-2.046728,-2.090318
1781257672.451406,-2.502763,-9.405441,-1.161754,6.297124,-1.213735,-1.555789
1781257672.461406,-2.397782,-9.488993,-0.537112,6.473266,-0.228426,-0.896196
1781257672.471406,-2.313145,-9.525653,0.059524,6.129429,0.692647,-0.958830
1781257672.481406,-2.212975,-9.532758,0.584165,5.334544,1.401183,-1.234055
1781257672.491406,-2.102971,-9.523776,1.004814,4.258957,2.083955,-1.377049
1781257672.501406,-1.997598,-9.510970,1.305328,3.140799,2.910284,-1.468548
1781257672.511406,-1.898512,-9.503762,1.495644,2.229007,3.542858,-1.593659
1781257672.521406,-1.801894,-9.504136,1.609622,1.574432,3.399079,-1.536093
1781257672.531406,-1.726625,-9.505333,1.684011,1.113526,2.458237,-1.026880
1781257672.541406,-1.696002,-9.500852,1.739865,0.735202,1.234115,-0.268559
1781257672.551406,-1.719119,-9.488697,1.782927,0.424045,0.112919,0.514399
1781257672.561406,-1.798789,-9.466601,1.820818,0.285165,-0.621972,1.276103
1781257672.571406,-1.939854,-9.431160,1.858387,0.220951,-0.763933,1.982271
1781257672.581406,-2.140250,-9.381424,1.888482,0.149387,-0.479075,2.499265
1781257672.591406,-2.378835,-9.319719,1.907587,0.104555,-0.261848,2.705604
1781257672.601406,-2.618955,-9.251153,1.927031,0.108002,-0.581383,2.586894
1781257672.611406,-2.821534,-9.184202,1.962263,0.058048,-1.397786,2.187836
1781257672.621406,-2.957068,-9.129963,2.016392,-0.089099,-2.373081,1.569565
1781257672.631406,-3.008147,-9.099140,2.079887,-0.316898,-2.987155,0.756282
1781257672.641406,-2.974916,-9.098977,2.127803,-0.574403,-2.836321,-0.101290
1781257672.651406,-2.883317,-9.124446,2.144358,-0.585922,-1.978187,-0.726290
1781257672.661406,-2.768123,-9.159403,2.146986,-0.229797,-1.000398,-1.061470
1781257672.671406,-2.657900,-9.186159,2.171956,0.430321,-0.206992,-1.029886
1781257672.681406,-2.578134,-9.192706,2.239436,1.085924,0.481952,-0.769834
1781257672.691406,-2.536079,-9.179964,2.337523,1.365408,0.812168,-0.484620
1781257672.701406,-2.520001,-9.158050,2.438784,1.150634,0.343004,-0.147575
1781257672.711406,-2.529363,-9.131037,2.528797,0.857551,-0.164351,0.302849
1781257672.721406,-2.564921,-9.100941,2.600534,0.523875,-0.473048,0.619971
1781257672.731406,-2.606376,-9.075196,2.648995,0.207932,-0.760532,0.611883
1781257672.741406,-2.628070,-9.058426,2.684813,0.126307,-0.908833,0.344018
1781257672.751406,-2.619988,-9.048325,2.726393,0.321854,-0.784703,-0.004895
1781257672.761406,-2.590084,-9.037797,2.788982,0.747741,-0.351421,-0.284815
1781257672.771406,-2.554211,-9.019070,2.880915,1.239457,0.156304,-0.438491
1781257672.781406,-2.521416,-8.987594,3.005134,1.672813,0.373926,-0.460542
1781257672.791406,-2.497405,-8.940746,3.160506,2.013079,0.435933,-0.332256
1781257672.801406,-2.496454,-8.873327,3.345339,2.441088,0.609934,-0.049868
1781257672.811406,-2.533248,-8.778224,3.560841,2.831031,0.837432,0.318187
1781257672.821406,-2.610562,-8.659315,3.788536,2.822075,0.758341,0.795517
1781257672.831406,-2.727071,-8.525813,4.003089,2.493448,0.376048,1.414715
1781257672.841406,-2.872735,-8.387845,4.188581,1.908036,-0.267388,1.923766
1781257672.851406,-3.004385,-8.262159,4.343863,1.226643,-1.440815,2.075776
1781257672.861405,-3.090043,-8.153779,4.486583,0.893537,-2.228416,2.068981
1781257672.871405,-3.156481,-8.047899,4.629181,1.013926,-1.983342,1.991299
1781257672.881405,-3.229072,-7.933867,4.773599,1.213733,-1.465236,1.824645
1781257672.891405,-3.301038,-7.820668,4.909431,1.094720,-1.201725,1.609119
1781257672.901405,-3.355128,-7.728868,5.017372,0.682020,-1.047109,1.146640
1781257672.911405,-3.364095,-7.681713,5.083675,0.201205,-0.837726,0.292046
1781257672.921405,-3.314023,-7.685932,5.110040,-0.193177,-0.722968,-0.576974
1781257672.931405,-3.197741,-7.738764,5.103881,-0.636341,-0.941235,-1.336566
1781257672.941405,-3.014887,-7.830695,5.074155,-0.980795,-1.216370,-1.880727
1781257672.951405,-2.797517,-7.947631,5.016166,-1.362553,-0.955857,-2.155825
1781257672.961405,-2.581638,-8.083981,4.912705,-1.685091,-0.605159,-2.276077
1781257672.971405,-2.370959,-8.218575,4.794356,-1.505944,-0.656505,-2.153383
1781257672.981405,-2.175207,-8.322465,4.707879,-0.963021,-0.756949,-1.750339
1781257672.991405,-2.010697,-8.388695,4.663793,-0.483681,-0.721045,-1.352602
1781257673.001405,-1.882093,-8.427857,4.647147,-0.142288,-0.249245,-1.165891
1781257673.011405,-1.788996,-8.446625,4.650037,0.298022,0.653527,-1.302016
1781257673.021405,-1.707794,-8.447289,4.679200,0.789005,1.298674,-1.753805
1781257673.031405,-1.593568,-8.438519,4.734595,0.894864,0.868026,-2.253990
1781257673.041405,-1.375549,-8.445547,4.788562,0.466458,-0.947181,-3.024051
1781257673.051405,-0.973277,-8.471572,4.836518,0.304927,-2.833954,-4.365691
1781257673.061405,-0.359731,-8.488719,4.884364,0.269269,-4.127718,-6.126808
1781257673.071405,0.471246,-8.480076,4.880304,-0.327079,-5.128882,-8.099890
1781257673.081405,1.475025,-8.418374,4.778715,-0.732440,-5.141629,-9.491843
1781257673.091405,2.474341,-8.233763,4.691789,0.469413,-1.970027,-10.096253
1781257673.101405,3.282831,-7.854504,4.847431,2.583869,3.427666,-10.950271
1781257673.111405,3.884447,-7.266795,5.292768,3.895881,6.717620,-12.210397
1781257673.121405,4.325979,-6.524346,5.882189,4.518174,7.685392,-11.792017
1781257673.131405,4.426272,-5.801365,6.534071,4.401720,9.437548,-7.852721
1781257673.141405,4.011174,-5.321089,7.178911,3.082955,10.643168,-2.333068
1781257673.151405,3.338538,-5.139259,7.646414,1.217134,7.431430,1.119591
1781257673.161405,2.912471,-5.152254,7.818654,-0.144576,1.761823,1.862542
1781257673.171405,2.785527,-5.233485,7.811437,-0.548391,-0.203708,1.595412
1781257673.181405,2.709581,-5.311995,7.785123,-0.475845,0.177042,1.182723
1781257673.191405,2.663145,-5.371134,7.760681,-0.414706,-0.270046,0.641477
1781257673.201405,2.673799,-5.414832,7.726564,-0.471044,-0.472245,0.130764
1781257673.211405,2.708657,-5.454352,7.686506,-0.572962,-0.372197,-0.170450
1781257673.221405,2.743683,-5.492218,7.647041,-0.552883,-0.222087,-0.238645
1781257673.231405,2.763790,-5.523763,7.617057,-0.407539,-0.002300,-0.144141
1781257673.241405,2.753886,-5.545004,7.605205,-0.195497,0.366912,0.024029
1781257673.251405,2.706227,-5.555186,7.614817,-0.016113,0.728578,0.157627
1781257673.261405,2.635566,-5.559416,7.636463,0.019567,0.812882,0.216824
1781257673.271405,2.564519,-5.567337,7.654880,-0.079659,0.692440,0.254948
1781257673.281405,2.503212,-5.586077,7.661535,-0.229967,0.515053,0.276887
1781257673.291405,2.457465,-5.613820,7.656089,-0.312646,0.326338,0.221165
1781257673.301405,2.424859,-5.639261,7.647799,-0.232163,0.331038,0.088841
1781257673.311405,2.387984,-5.650359,7.651197,-0.046886,0.634722,-0.078289
1781257673.321405,2.338715,-5.643392,7.671504,0.109461,0.855419,-0.251408
1781257673.331405,2.293767,-5.624695,7.698782,0.171593,0.736181,-0.365153
1781257673.341405,2.268542,-5.602675,7.722294,0.174034,0.502116,-0.400824
1781257673.351405,2.259391,-5.579065,7.742046,0.212129,0.331595,-0.389590
1781257673.361405,2.258924,-5.549619,7.763306,0.332609,0.213204,-0.361873
1781257673.371405,2.266044,-5.510098,7.789319,0.482766,0.072921,-0.315111
1781257673.381405,2.284280,-5.460869,7.818584,0.610191,-0.144091,-0.254065
1781257673.391405,2.319926,-5.402476,7.848553,0.762979,-0.482509,-0.165006
1781257673.401405,2.379928,-5.333039,7.877943,0.927042,-0.888800,-0.048283
1781257673.411405,2.462227,-5.258214,7.902875,0.952332,-1.195685,0.054637
1781257673.421405,2.561613,-5.189764,7.916498,0.820252,-1.468373,0.141805
1781257673.431405,2.692135,-5.145222,7.902084,0.318890,-2.117396,0.159695
1781257673.441405,2.896356,-5.167775,7.813570,-0.835097,-3.330658,0.149745
1781257673.451405,3.177792,-5.287745,7.620101,-2.060539,-4.056025,0.250372
1781257673.461405,3.451437,-5.477133,7.363147,-2.623787,-3.575349,0.390002
1781257673.471405,3.659164,-5.675924,7.108778,-2.262084,-2.934426,0.587908
1781257673.481405,3.791186,-5.820144,6.922081,-1.099448,-1.754551,0.658760
1781257673.491405,3.817250,-5.874604,6.862034,0.130422,-0.021176,0.489319
1781257673.501405,3.762190,-5.853906,6.909738,0.890748,0.715099,0.427776
1781257673.511405,3.681997,-5.801140,6.996795,1.052912,0.719079,0.560464
1781257673.521405,3.605138,-5.768244,7.063955,0.481204,0.288219,0.753183
1781257673.531405,3.568925,-5.793283,7.061837,-0.466397,-0.334623,0.551340
1781257673.541405,3.592178,-5.848158,7.004506,-0.749976,-0.556023,-0.202720
1781257673.551405,3.657254,-5.858420,6.962187,-0.072326,-0.311162,-0.859157
1781257673.561405,3.716524,-5.808981,6.972219,0.529280,-0.010177,-0.772489
1781257673.571405,3.752514,-5.745458,7.005521,0.629447,-0.074506,-0.449171
1781257673.581405,3.788252,-5.683759,7.036531,0.753700,-0.347944,-0.258856
1781257673.591405,3.824744,-5.618472,7.069144,0.950181,-0.428504,-0.023743
1781257673.601405,3.848902,-5.547722,7.111756,1.181009,-0.424410,0.244240
1781257673.611405,3.857981,-5.468696,7.167771,1.404317,-0.353966,0.442525
1781257673.621405,3.850833,-5.381663,7.237101,1.554334,-0.222443,0.589663
1781257673.631405,3.828545,-5.291753,7.314795,1.607470,-0.151522,0.731076
1781257673.641405,3.802524,-5.201709,7.392554,1.617948,-0.237003,0.752548
1781257673.651404,3.792303,-5.106951,7.463537,1.626379,-0.447781,0.607033
1781257673.661404,3.800486,-5.009596,7.525133,1.476626,-0.398913,0.456728
1781257673.671404,3.789902,-4.928509,7.583830,1.026648,0.218747,0.309977
1781257673.681404,3.736043,-4.884131,7.639097,0.373759,0.749433,0.150109
1781257673.691404,3.681144,-4.880889,7.667862,-0.177388,0.485695,0.032802
1781257673.701404,3.668721,-4.907119,7.657049,-0.476474,-0.139838,-0.024806
1781257673.711404,3.698041,-4.946026,7.617755,-0.559038,-0.550371,-0.040664
1781257673.721404,3.748828,-4.987605,7.565613,-0.582521,-0.715309,-0.036607
1781257673.731404,3.801777,-5.035819,7.507007,-0.746403,-0.642703,0.006387
1781257673.741404,3.839040,-5.104824,7.441085,-1.055125,-0.421047,0.106739
1781257673.751404,3.852190,-5.199653,7.368202,-1.309582,-0.166087,0.238678
1781257673.761404,3.839438,-5.308257,7.297085,-1.279934,0.038780,0.384914
1781257673.771404,3.816585,-5.406415,7.236872,-0.975742,-0.026130,0.393564
1781257673.781404,3.804485,-5.476729,7.190320,-0.625769,-0.130490,0.246623
1781257673.791404,3.807948,-5.514658,7.159486,-0.252149,-0.222200,0.075872
1781257673.801404,3.832555,-5.518358,7.143465,0.161848,-0.529184,-0.031849
1781257673.811404,3.891413,-5.493710,7.130528,0.469993,-1.098421,-0.017807
1781257673.821404,3.991687,-5.458342,7.102026,0.533242,-1.803760,0.114507
1781257673.831404,4.134762,-5.434701,7.037708,0.368080,-2.567332,0.316328
1781257673.841404,4.313208,-5.431115,6.932310,0.264920,-3.170711,0.513604
1781257673.851404,4.513828,-5.436738,6.798671,0.326550,-3.571947,0.618736
1781257673.861404,4.729412,-5.440234,6.647493,0.399832,-3.798980,0.580943
1781257673.871404,4.951807,-5.437994,6.485359,0.428277,-3.813737,0.461484
1781257673.881404,5.168271,-5.430871,6.320501,0.447531,-3.614274,0.367106
1781257673.891404,5.362461,-5.420044,6.166489,0.521324,-3.226312,0.374247
1781257673.901404,5.526124,-5.407036,6.032220,0.680538,-2.919326,0.482720
1781257673.911404,5.667477,-5.390379,5.914968,0.909357,-2.818291,0.601873
1781257673.921404,5.797027,-5.366793,5.810025,1.179833,-2.796034,0.703387
1781257673.931404,5.914426,-5.336000,5.719502,1.445030,-2.684753,0.832902
1781257673.941404,6.013779,-5.301075,5.648053,1.697130,-2.515881,0.983905
1781257673.951404,6.094634,-5.262314,5.597506,1.977175,-2.356883,1.143964
1781257673.961404,6.157071,-5.219814,5.568958,2.242885,-2.190066,1.309224
1781257673.971404,6.203097,-5.175025,5.559704,2.440768,-2.064931,1.464341
1781257673.981404,6.236649,-5.132380,5.561717,2.520396,-2.003240,1.610190
1781257673.991404,6.260203,-5.098934,5.566048,2.436058,-1.921137,1.746165
1781257674.001404,6.270900,-5.081734,5.569755,2.197835,-1.731380,1.831000
