t_utc[s],a_x[m/s2],a_y[m/s2],a_z[m/s2],w_x[rad/s],w_y[rad/s],w_z[rad/s]
1781271552.208833,-1.079461,-4.381913,-8.706547,0.098538,0.140079,-0.085951
1781271552.218833,-1.062852,-4.390286,-8.704372,0.074063,0.157242,-0.075446
1781271552.228833,-1.046491,-4.396168,-8.703386,0.043090,0.148241,-0.061086
1781271552.238833,-1.031206,-4.399157,-8.703701,0.013152,0.147727,-0.050471
1781271552.248833,-1.014996,-4.400142,-8.705108,0.000089,0.172081,-0.048341
1781271552.258833,-0.997446,-4.400709,-8.706849,0.006082,0.184681,-0.043252
1781271552.268833,-0.979206,-4.402807,-8.707859,0.032357,0.208633,-0.040285
1781271552.278833,-0.952157,-4.405545,-8.709471,0.015192,0.345635,-0.079767
1781271552.288833,-0.914738,-4.406531,-8.712979,-0.008778,0.394504,-0.120176
1781271552.298833,-0.875250,-4.406342,-8.717129,-0.022402,0.356086,-0.189681
1781271552.308833,-0.835708,-4.405317,-8.721526,-0.047638,0.330633,-0.251422
1781271552.318833,-0.795811,-4.401003,-8.727434,-0.102962,0.295686,-0.290792
1781271552.328833,-0.761558,-4.391736,-8.735156,-0.161894,0.193327,-0.283863
1781271552.338833,-0.736425,-4.377302,-8.744553,-0.216270,0.100774,-0.290784
1781271552.348833,-0.715509,-4.359255,-8.755298,-0.242426,0.077419,-0.334950
1781271552.358833,-0.690772,-4.340286,-8.766700,-0.245554,0.130107,-0.385460
1781271552.368833,-0.659773,-4.321494,-8.778361,-0.244675,0.183565,-0.396247
1781271552.378833,-0.624150,-4.302101,-8.790482,-0.256596,0.257192,-0.371281
1781271552.388833,-0.578580,-4.279533,-8.804598,-0.310046,0.446351,-0.344855
1781271552.398833,-0.513301,-4.250132,-8.822852,-0.399889,0.702019,-0.343814
1781271552.408833,-0.426528,-4.212009,-8.845701,-0.502078,0.898628,-0.380565
1781271552.418833,-0.325987,-4.164756,-8.872291,-0.598213,0.992017,-0.421254
1781271552.428833,-0.217083,-4.108917,-8.901595,-0.681588,1.052642,-0.447500
1781271552.438833,-0.101399,-4.045937,-8.932444,-0.742494,1.135708,-0.443330
1781271552.448833,0.022250,-3.977911,-8.963474,-0.781436,1.235008,-0.423767
1781271552.458833,0.150684,-3.906342,-8.993649,-0.804276,1.243238,-0.413956
1781271552.468833,0.273288,-3.833204,-9.022193,-0.795901,1.095911,-0.436966
1781271552.478833,0.380167,-3.762395,-9.048117,-0.727323,0.878191,-0.498780
1781271552.488833,0.471586,-3.701439,-9.068958,-0.556348,0.709144,-0.564170
1781271552.498833,0.550487,-3.658944,-9.081773,-0.305849,0.552076,-0.597950
1781271552.508833,0.613251,-3.641934,-9.084612,0.012515,0.344635,-0.588109
1781271552.518833,0.654364,-3.656478,-9.075910,0.391551,0.079803,-0.560638
1781271552.528833,0.664855,-3.706629,-9.054768,0.799023,-0.298336,-0.529955
1781271552.538833,0.639487,-3.795063,-9.019846,1.235943,-0.690492,-0.515562
1781271552.548833,0.580638,-3.923062,-8.968827,1.683608,-1.064146,-0.524625
1781271552.558833,0.489948,-4.089542,-8.899475,2.095235,-1.436058,-0.550591
1781271552.568833,0.381467,-4.280202,-8.814628,2.197232,-1.411148,-0.426484
1781271552.578833,0.290000,-4.455186,-8.731099,1.740587,-0.867967,-0.026531
1781271552.588833,0.230140,-4.572105,-8.672431,0.916958,-0.326304,0.435603
1781271552.598833,0.180387,-4.619814,-8.648389,0.193114,-0.294691,0.638100
1781271552.608833,0.112220,-4.618405,-8.650287,-0.208460,-0.619366,0.625953
1781271552.618833,0.014919,-4.593483,-8.664213,-0.349901,-0.951772,0.625946
1781271552.628833,-0.106110,-4.563278,-8.679483,-0.319750,-1.115115,0.719573
1781271552.638833,-0.237677,-4.541268,-8.688404,-0.132529,-1.051318,0.856210
1781271552.648833,-0.354797,-4.541749,-8.684196,0.222072,-0.673302,0.916674
1781271552.658833,-0.429043,-4.575012,-8.663411,0.620402,-0.064840,0.890368
1781271552.668833,-0.443966,-4.635873,-8.630250,0.843920,0.629764,0.818385
1781271552.678833,-0.400078,-4.705473,-8.594626,0.828943,1.235854,0.784143
1781271552.688833,-0.316001,-4.767958,-8.563605,0.681488,1.548332,0.770852
1781271552.698833,-0.217648,-4.815352,-8.540120,0.464263,1.486325,0.621690
1781271552.708833,-0.124558,-4.842089,-8.526884,0.170718,1.260007,0.332212
1781271552.718833,-0.031901,-4.840690,-8.528531,-0.198103,1.117182,0.035334
1781271552.728833,0.059801,-4.809293,-8.546113,-0.528582,1.006403,-0.067734
1781271552.738833,0.144041,-4.753195,-8.576427,-0.765781,0.946999,0.086534
1781271552.748833,0.213979,-4.683196,-8.613398,-0.855915,1.039997,0.515997
1781271552.758833,0.281044,-4.614605,-8.648427,-0.750406,1.297407,0.906961
1781271552.768833,0.358865,-4.562719,-8.673051,-0.520820,1.607726,1.158939
1781271552.778833,0.456966,-4.531360,-8.684851,-0.322531,1.905123,1.235360
1781271552.788833,0.568437,-4.516827,-8.685825,-0.145916,1.818211,1.098831
1781271552.798833,0.667383,-4.518441,-8.677976,0.040255,1.445136,0.819046
1781271552.808833,0.740993,-4.532186,-8.664861,0.157539,0.941558,0.513136
1781271552.818833,0.788184,-4.550703,-8.651005,0.197594,0.580618,0.265307
1781271552.828833,0.823914,-4.569781,-8.637615,0.203530,0.480966,0.145355
1781271552.838832,0.860628,-4.588081,-8.624321,0.190716,0.525624,0.144644
1781271552.848832,0.900399,-4.605240,-8.611104,0.175145,0.558574,0.160214
1781271552.858832,0.946086,-4.620402,-8.598068,0.147146,0.672548,0.072677
1781271552.868832,1.015110,-4.632046,-8.583888,0.139139,0.898868,-0.148352
1781271552.878832,1.113859,-4.642796,-8.565762,0.191656,1.091377,-0.416916
1781271552.888832,1.236084,-4.657399,-8.540979,0.295210,1.204910,-0.561760
1781271552.898832,1.364788,-4.680687,-8.508575,0.420700,1.211237,-0.504017
1781271552.908832,1.488362,-4.715751,-8.468403,0.549758,1.231354,-0.363221
1781271552.918832,1.613284,-4.760973,-8.420060,0.625686,1.394163,-0.268038
1781271552.928832,1.757643,-4.808659,-8.363802,0.603325,1.798460,-0.247082
1781271552.938832,1.951936,-4.850497,-8.296064,0.546454,2.502263,-0.418964
1781271552.948832,2.204550,-4.884109,-8.212329,0.541733,2.968675,-0.599597
1781271552.958832,2.482620,-4.916973,-8.112628,0.608016,3.066171,-0.554995
1781271552.968832,2.718409,-4.950953,-8.016132,0.418375,2.225275,-0.132267
1781271552.978832,2.856318,-4.973189,-7.954649,0.130961,1.376260,0.095620
1781271552.988832,2.962593,-4.983313,-7.909348,0.247793,1.237190,-0.334534
1781271552.998832,3.073674,-4.996565,-7.858401,0.524047,0.751903,-0.754036
1781271553.008832,3.139721,-5.019475,-7.817708,0.643037,-0.001962,-0.739819
1781271553.018832,3.170183,-5.044727,-7.789140,0.477660,0.094783,-0.514399
1781271553.028832,3.223768,-5.058053,-7.758409,0.202553,0.775560,-0.294947
1781271553.038832,3.314965,-5.061455,-7.717573,0.086196,1.256614,-0.135359
1781271553.048832,3.421930,-5.063429,-7.669411,0.045538,1.355497,-0.086321
1781271553.058832,3.529817,-5.057960,-7.623998,-0.108005,1.309979,-0.144543
1781271553.068832,3.636418,-5.033582,-7.589960,-0.365013,1.253494,-0.217296
1781271553.078832,3.741678,-4.988879,-7.568273,-0.556338,1.204472,-0.264268
1781271553.088832,3.844716,-4.935254,-7.551772,-0.580722,1.192942,-0.236887
1781271553.098832,3.947678,-4.888427,-7.529080,-0.440929,1.300916,-0.150715
1781271553.108832,4.060756,-4.863203,-7.485108,-0.109537,1.631354,-0.026800
1781271553.118832,4.199567,-4.873628,-7.401079,0.361947,2.144792,0.120293
1781271553.128832,4.360838,-4.929898,-7.269080,0.866337,2.575732,0.440004
1781271553.138832,4.521862,-5.039557,-7.093072,1.315762,2.853707,0.954314
1781271553.148832,4.662506,-5.197462,-6.884765,1.585780,2.914654,1.429268
1781271553.158832,4.772457,-5.377190,-6.668014,1.520073,2.699005,1.591843
1781271553.168832,4.858167,-5.532369,-6.476865,1.109327,2.195356,1.128885
1781271553.178832,4.933346,-5.616670,-6.346754,0.455005,1.249864,0.218834
1781271553.188832,4.989438,-5.609410,-6.309493,-0.269431,-0.067865,-0.703866
1781271553.198832,4.976030,-5.517485,-6.400073,-1.020395,-2.188859,-1.290450
1781271553.208832,4.858368,-5.351238,-6.626189,-1.784849,-3.676468,-1.772070
1781271553.218832,4.757262,-5.096981,-6.894085,-2.592237,-2.345791,-2.725969
1781271553.228832,4.876166,-4.727654,-7.071000,-3.333805,1.123469,-3.951933
1781271553.238832,5.269037,-4.253390,-7.086794,-3.649611,4.218799,-4.808840
1781271553.248832,5.838488,-3.725453,-6.932784,-3.402942,6.289437,-5.125721
1781271553.258832,6.517164,-3.211615,-6.572334,-2.412290,8.681551,-4.959195
1781271553.268832,7.258381,-2.770084,-5.964001,-1.100066,10.174253,-4.645479
1781271553.278832,7.949799,-2.391806,-5.196468,0.170365,10.177496,-4.596516
1781271553.288832,8.526076,-2.041169,-4.368420,1.522135,9.452824,-4.825950
1781271553.298832,8.974872,-1.688716,-3.545921,2.807650,8.432548,-5.084496
1781271553.308832,9.304380,-1.336335,-2.765751,3.508293,7.679735,-4.671653
1781271553.318832,9.534483,-1.027965,-2.016888,3.055609,7.354815,-3.599493
1781271553.328832,9.681706,-0.749951,-1.327235,2.403449,6.373240,-3.306563
1781271553.338832,9.762658,-0.427394,-0.774567,2.070250,4.680475,-3.856379
1781271553.348832,9.795875,-0.032050,-0.387208,1.514533,3.241663,-4.423615
1781271553.358832,9.793859,0.423098,-0.108171,0.563322,2.544653,-4.944251
1781271553.368832,9.757442,0.935651,0.129046,-0.411050,2.333892,-5.550684
1781271553.378832,9.680674,1.495749,0.366782,-1.154344,2.344157,-5.983592
1781271553.388832,9.561079,2.070058,0.619149,-1.605094,2.366465,-6.057579
1781271553.398832,9.403004,2.622969,0.888343,-1.774359,2.478766,-5.847982
1781271553.408832,9.212893,3.134282,1.178666,-1.725971,2.675328,-5.514385
1781271553.418832,8.996593,3.599203,1.484200,-1.507948,2.827080,-5.163248
1781271553.428832,8.760370,4.021210,1.785672,-1.158085,2.790596,-4.825690
1781271553.438832,8.513785,4.406553,2.052053,-0.702119,2.428320,-4.499447
1781271553.448832,8.269644,4.761779,2.250265,-0.196834,1.776812,-4.187288
1781271553.458832,8.039167,5.092381,2.361082,0.273130,0.983718,-3.892783
1781271553.468832,7.827458,5.402939,2.383312,0.621768,0.183690,-3.672394
1781271553.478832,7.630666,5.700148,2.328817,0.867679,-0.506776,-3.573821
1781271553.488832,7.440884,5.990184,2.211630,1.067197,-1.089709,-3.537150
1781271553.498832,7.253804,6.272060,2.045010,1.195424,-1.520964,-3.466756
1781271553.508832,7.068782,6.538838,1.847860,1.206098,-1.810335,-3.309522
1781271553.518832,6.890440,6.782275,1.631917,1.087466,-2.208198,-3.073907
1781271553.528832,6.725452,6.996817,1.398419,0.837670,-2.698672,-2.783867
1781271553.538832,6.575806,7.180733,1.158472,0.461984,-3.120164,-2.485292
1781271553.548832,6.439746,7.336602,0.923957,0.035089,-3.539444,-2.216051
1781271553.558832,6.315529,7.468842,0.694630,-0.403865,-4.105216,-1.970983
1781271553.568832,6.199984,7.582650,0.465515,-0.740340,-4.601097,-1.770878
1781271553.578832,6.087830,7.683441,0.239123,-0.871089,-4.771308,-1.593036
1781271553.588832,5.978716,7.772403,0.020641,-0.812596,-4.604103,-1.377297
1781271553.598832,5.878083,7.846834,-0.183429,-0.572956,-4.070067,-1.111168
1781271553.608832,5.787638,7.907563,-0.366939,-0.152592,-3.226093,-0.936469
1781271553.618832,5.708024,7.955846,-0.534404,0.357142,-2.327773,-0.761197
1781271553.628832,5.641908,7.991187,-0.688514,0.790870,-1.462150,-0.623099
1781271553.638832,5.586490,8.018030,-0.817760,0.939923,-0.623887,-0.581757
1781271553.648832,5.536926,8.042342,-0.911813,0.813473,-0.230784,-0.558439
1781271553.658832,5.493475,8.064320,-0.978551,0.653321,-0.080497,-0.474539
1781271553.668832,5.460081,8.079268,-1.040273,0.745750,-0.114001,-0.328654
1781271553.678832,5.437918,8.083825,-1.117788,0.888401,-0.277693,-0.160779
1781271553.688832,5.428741,8.076500,-1.211221,0.949027,-0.394601,0.035379
1781271553.698832,5.433391,8.058569,-1.306125,0.951004,-0.214659,0.178719
1781271553.708832,5.454416,8.031574,-1.382795,0.964715,0.238696,0.335843
1781271553.718832,5.491210,7.997106,-1.436000,1.015152,0.687724,0.391124
1781271553.728832,5.530554,7.962593,-1.476335,1.192577,0.912875,0.279281
1781271553.738832,5.562116,7.927359,-1.545303,1.883955,0.738189,0.206308
1781271553.748832,5.588484,7.875314,-1.705286,2.883266,0.317985,0.251634
1781271553.758832,5.615555,7.799904,-1.944138,3.399321,0.114189,0.350935
1781271553.768832,5.649955,7.710199,-2.187694,2.974306,0.330903,0.416899
1781271553.778832,5.690759,7.633735,-2.346743,1.726852,0.443542,0.367311
1781271553.788832,5.719930,7.594790,-2.402417,0.432981,0.411330,0.132299
1781271553.798832,5.737181,7.592549,-2.367946,-0.334907,0.784668,-0.013948
1781271553.808832,5.762775,7.600759,-2.277367,-0.416852,1.232099,0.083446
1781271553.818832,5.804826,7.597902,-2.177957,-0.083530,1.479877,0.217658
1781271553.828832,5.857790,7.579565,-2.098782,0.393563,1.634947,0.302774
1781271553.838832,5.917313,7.547414,-2.047115,0.861891,1.789816,0.333988
1781271553.848832,5.983009,7.505885,-2.008426,1.167865,2.088229,0.377135
1781271553.858832,6.060741,7.453069,-1.971482,1.479376,2.383371,0.505212
1781271553.868832,6.146653,7.390113,-1.942230,1.707373,2.479770,0.514624
1781271553.878832,6.225869,7.328583,-1.923176,1.648042,2.173561,0.394196
1781271553.888832,6.283664,7.281425,-1.914648,1.393536,1.629717,0.150973
1781271553.898832,6.309540,7.259648,-1.912468,0.998672,1.171558,-0.188901
1781271553.908832,6.305435,7.264228,-1.908595,0.678811,0.961457,-0.405396
1781271553.918832,6.302571,7.270324,-1.894800,0.944709,1.375028,-0.213105
1781271553.928832,6.339888,7.242424,-1.876712,2.018632,2.574615,0.276917
1781271553.938832,6.438342,7.158052,-1.863774,3.099421,3.481857,0.739460
1781271553.948832,6.553282,7.056317,-1.851524,3.009357,3.567875,0.514325
1781271553.958832,6.625203,6.992652,-1.838174,2.308987,2.474122,-0.092299
1781271553.968832,6.634505,6.976693,-1.865114,1.738364,1.029782,-0.522410
1781271553.978832,6.604458,6.985038,-1.938685,1.413863,0.078808,-0.575057
1781271553.988832,6.566806,6.990669,-2.043111,1.327484,-0.387445,-0.378110
1781271553.998832,6.541062,6.978039,-2.165133,1.405229,-0.386899,-0.106140
1781271554.008832,6.537941,6.944286,-2.280204,1.474460,-0.015572,0.148170
1781271554.018832,6.560011,6.894062,-2.367745,1.496324,0.430466,0.336956
1781271554.028832,6.603794,6.830033,-2.430699,1.565684,0.830953,0.490196
1781271554.038832,6.665719,6.755680,-2.469116,1.526372,1.218218,0.582439
1781271554.048832,6.740673,6.679588,-2.472618,1.362290,1.563230,0.618823
1781271554.058832,6.823339,6.607564,-2.439045,1.133540,1.885906,0.594695
1781271554.068832,6.909445,6.545186,-2.363383,0.787612,2.162926,0.545405
1781271554.078832,6.998157,6.492855,-2.243135,0.403928,2.404020,0.575427
1781271554.088832,7.094644,6.442032,-2.079714,0.081763,2.673599,0.749604
1781271554.098832,7.208694,6.377264,-1.875736,-0.050278,3.043436,1.069118
1781271554.108832,7.343529,6.288213,-1.636400,-0.097962,3.389587,1.396499
1781271554.118832,7.489784,6.178299,-1.368980,-0.234060,3.516317,1.605087
1781271554.128832,7.632677,6.058476,-1.085632,-0.455925,3.396772,1.644502
1781271554.138832,7.759769,5.940433,-0.800649,-0.769242,3.044801,1.553074
1781271554.148831,7.864619,5.832519,-0.526718,-1.087938,2.564647,1.350272
1781271554.158831,7.943621,5.742569,-0.273832,-1.340095,2.051487,1.034037
1781271554.168831,7.996487,5.675521,-0.045528,-1.574050,1.609018,0.710305
1781271554.178831,8.030072,5.625792,0.165904,-1.754784,1.331433,0.524805
1781271554.188831,8.055269,5.580048,0.368173,-1.845106,1.208469,0.504147
1781271554.198831,8.078548,5.529464,0.567208,-1.836637,1.182854,0.543179
1781271554.208831,8.103571,5.469010,0.762852,-1.777042,1.167210,0.660425
1781271554.218831,8.134086,5.393594,0.951625,-1.682448,1.157389,0.825442
1781271554.228831,8.169901,5.303842,1.132253,-1.574314,1.148399,0.946472
1781271554.238831,8.205717,5.208168,1.304564,-1.469040,1.117753,0.919050
1781271554.248831,8.233966,5.120242,1.465478,-1.335052,1.035960,0.738603
1781271554.258831,8.251721,5.047019,1.612739,-1.204946,0.977535,0.579019
1781271554.268831,8.262639,4.982768,1.750888,-1.101530,0.968830,0.519609
1781271554.278831,8.269906,4.921278,1.885375,-1.053094,1.012239,0.489493
1781271554.288831,8.272052,4.862243,2.023906,-1.051954,1.093479,0.435603
1781271554.298831,8.267807,4.807964,2.166008,-1.068054,1.095071,0.329194
1781271554.308831,8.249750,4.770770,2.312092,-1.028360,1.196756,-0.027326
1781271554.318831,8.212371,4.761995,2.458674,-0.805296,1.282154,-0.247689
1781271554.328831,8.173805,4.757061,2.593324,-0.619259,1.198146,-0.021356
1781271554.338831,8.147087,4.733693,2.717257,-0.508171,1.187181,0.196280
1781271554.348831,8.123326,4.705852,2.834329,-0.368488,1.164578,0.165069
1781271554.358831,8.095723,4.689924,2.937992,-0.225746,1.031490,0.011470
1781271554.368831,8.065874,4.689000,3.020572,-0.054810,0.842930,-0.076735
1781271554.378831,8.041141,4.694427,3.077697,0.087207,0.600071,-0.028760
1781271554.388831,8.027551,4.697932,3.107753,0.186219,0.334639,0.049281
1781271554.398831,8.023501,4.698026,3.118065,0.210071,0.184488,0.104940
1781271554.408831,8.025726,4.692084,3.121282,0.124910,0.088311,0.182568
1781271554.418831,8.038584,4.672988,3.116791,-0.018024,-0.158150,0.349323
1781271554.428831,8.070032,4.631095,3.097828,-0.143573,-0.384638,0.624075
1781271554.438831,8.117287,4.563745,3.074070,-0.231080,-0.349699,0.881299
1781271554.448831,8.166188,4.476745,3.072396,-0.357536,0.003247,1.022643
1781271554.458831,8.203283,4.379986,3.112648,-0.457104,0.517607,0.994494
1781271554.468831,8.217555,4.293796,3.193991,-0.418798,0.989016,0.719141
1781271554.478831,8.198876,4.242701,3.308109,-0.263920,1.425210,0.228732
1781271554.488831,8.141262,4.243817,3.445728,-0.018773,1.770466,-0.391935
1781271554.498831,8.046430,4.307478,3.586223,0.232440,1.750269,-1.093792
1781271554.508831,7.929131,4.431602,3.694441,0.220715,1.178492,-1.778980
1781271554.518831,7.806739,4.594418,3.755639,-0.128535,0.435881,-2.277030
1781271554.528831,7.689609,4.771572,3.776386,-0.240458,-0.162086,-2.469662
1781271554.538831,7.585463,4.959365,3.744710,0.042869,-0.827341,-2.567084
1781271554.548831,7.493618,5.168383,3.644831,0.345103,-1.556492,-2.805146
1781271554.558831,7.403901,5.405410,3.479434,0.574398,-2.216015,-3.121754
1781271554.568831,7.305924,5.668869,3.258948,0.709937,-2.791647,-3.452231
1781271554.578831,7.188873,5.954928,2.997256,0.708512,-3.262956,-3.827698
1781271554.588831,7.038859,6.260421,2.716590,0.515680,-3.528092,-4.263898
1781271554.598831,6.839512,6.581639,2.453325,0.133130,-3.390043,-4.741472
1781271554.608831,6.575561,6.913612,2.253337,-0.367680,-2.728017,-5.230058
1781271554.618831,6.241189,7.246462,2.155236,-0.863924,-1.660167,-5.499424
1781271554.628831,5.868407,7.548596,2.167167,-1.170387,-0.467816,-5.117598
1781271554.638831,5.509662,7.789996,2.255492,-1.045872,0.478254,-4.220207
1781271554.648831,5.194774,7.976010,2.353677,-0.433194,0.867046,-3.385233
1781271554.658831,4.919774,8.134521,2.402596,0.274519,0.823144,-3.016005
1781271554.668831,4.653670,8.290975,2.397740,0.703775,0.729106,-3.018506
1781271554.678831,4.382208,8.447392,2.362849,0.890607,0.738235,-3.046658
1781271554.688831,4.112150,8.596020,2.312131,1.085113,0.835152,-2.789909
1781271554.698831,3.890900,8.717947,2.239930,1.435851,0.995627,-1.751409
1781271554.708831,3.772804,8.792716,2.149716,1.527082,1.287019,-0.413782
1781271554.718831,3.750567,8.817107,2.088524,1.058812,1.581449,0.535573
1781271554.728831,3.787601,8.803203,2.080144,0.456198,1.412349,0.957635
1781271554.738831,3.852554,8.769619,2.102375,0.088516,0.945393,1.072424
1781271554.748831,3.935370,8.725419,2.132455,-0.078364,0.597773,1.180917
1781271554.758831,4.026358,8.676587,2.161711,-0.139246,0.393758,1.109768
1781271554.768831,4.099021,8.635798,2.188684,-0.145701,0.337903,0.713542
1781271554.778831,4.128783,8.615069,2.214483,-0.135275,0.303447,0.132687
1781271554.788831,4.109617,8.619662,2.232085,-0.064316,0.078753,-0.468122
1781271554.798831,4.048061,8.650076,2.226532,0.112786,-0.274326,-0.992981
1781271554.808831,3.951900,8.703300,2.191021,0.319658,-0.533681,-1.420751
1781271554.818831,3.822872,8.774699,2.133681,0.477738,-0.584953,-1.814235
1781271554.828831,3.657598,8.860556,2.066654,0.595507,-0.427735,-2.174182
1781271554.838831,3.457538,8.955948,1.997927,0.712048,-0.124952,-2.432492
1781271554.848831,3.228370,9.055409,1.931188,0.833359,0.296663,-2.613686
1781271554.858831,2.973574,9.155842,1.864837,0.932743,0.619564,-2.790277
1781271554.868831,2.695863,9.254785,1.796589,0.945869,0.697268,-2.967159
1781271554.878831,2.402643,9.347627,1.730690,0.820255,0.620730,-3.066556
1781271554.888831,2.104216,9.429439,1.674716,0.612529,0.394036,-3.106495
1781271554.898831,1.805970,9.498899,1.630104,0.446293,0.041017,-3.113841
1781271554.908831,1.514222,9.556951,1.587881,0.449098,-0.081621,-3.013060
1781271554.918831,1.232626,9.605365,1.538973,0.612263,0.365394,-2.818333
1781271554.928830,0.963509,9.646165,1.474976,0.884505,1.036395,-2.548468
1781271554.938830,0.712206,9.681935,1.380476,1.306692,1.458027,-2.296809
1781271554.948830,0.478417,9.714946,1.241908,1.708828,1.411447,-2.139248
1781271554.958830,0.264779,9.743249,1.073759,1.776255,0.598029,-1.976790
1781271554.968830,0.079910,9.763092,0.913468,1.478408,-0.364826,-1.818375
1781271554.978830,-0.093711,9.773237,0.797629,0.859349,-0.347173,-1.875893
1781271554.988830,-0.293476,9.772722,0.752081,0.064939,0.981067,-2.247410
1781271554.998830,-0.566321,9.759318,0.759808,-0.299250,2.434596,-3.141767
1781271555.008830,-0.941949,9.729500,0.758750,-0.108230,3.165161,-4.039473
1781271555.018830,-1.354971,9.683382,0.727990,-0.023035,2.959533,-3.835039
1781271555.028830,-1.692667,9.633670,0.693836,-0.051628,2.124937,-2.699034
1781271555.038830,-1.900979,9.597575,0.662481,0.128484,1.156689,-1.439413
1781271555.048830,-2.008250,9.578474,0.623250,0.404231,0.236196,-0.789348
1781271555.058830,-2.070416,9.567715,0.584711,0.436938,-0.511498,-0.548282
1781271555.068830,-2.111632,9.559966,0.564063,0.274267,-0.765815,-0.399645
1781271555.078830,-2.139703,9.553790,0.563011,0.036806,-0.567890,-0.265967
1781271555.088830,-2.155739,9.549102,0.581002,-0.217301,-0.284344,-0.127866
1781271555.098830,-2.163862,9.545284,0.612653,-0.321406,-0.196468,-0.079979
1781271555.108830,-2.166302,9.542376,0.648284,-0.312793,-0.300206,0.003323
1781271555.118830,-2.160308,9.541297,0.683292,-0.322430,-0.073109,0.072436
1781271555.128830,-2.153861,9.540578,0.713069,-0.346431,0.241624,0.094652
1781271555.138830,-2.140171,9.541591,0.740141,-0.264082,-0.053098,0.222352
1781271555.148830,-2.111243,9.546006,0.765733,-0.187425,-0.329612,0.342546
1781271555.158830,-2.079279,9.551450,0.785256,-0.083780,-0.260076,0.260111
1781271555.168830,-2.066176,9.554182,0.786678,0.129220,-0.063705,-0.014750
1781271555.178830,-2.068826,9.554808,0.771975,0.153962,0.025760,-0.008881
1781271555.188830,-2.065405,9.556160,0.764366,-0.022152,0.036625,0.077070
1781271555.198830,-2.056592,9.557161,0.775453,-0.193461,-0.072900,0.099984
1781271555.208830,-2.043949,9.557855,0.799894,-0.239142,-0.225584,0.139728
1781271555.218830,-2.027679,9.559125,0.825741,-0.170103,-0.348949,0.143730
1781271555.228830,-2.013619,9.560405,0.845166,-0.083774,-0.382487,0.080847
